sentence,compound,positive,negative,neutral,label,title
"The man stammered in reply:-- ""The English Herr was in a hurry,"" to which the stranger replied:-- ""That is why, I suppose, you wished him to go on to Bukovina.",-0.2263,0.0,0.066,0.934,negative,Dracula
"You cannot deceive me, my friend; I know too much, and my horses are swift.""",0.666,0.313,0.0,0.687,positive,Dracula
"As he spoke he smiled, and the lamplight fell on a hard-looking mouth, with very red lips and sharp-looking teeth, as white as ivory.",0.5423,0.137,0.0,0.863,positive,Dracula
"One of my companions whispered to another the line from Burger's ""Lenore"":-- ""Denn die Todten reiten schnell""-- (""For the dead travel fast."")",-0.8481,0.0,0.291,0.709,negative,Dracula
"The strange driver evidently heard the words, for he looked up with a gleaming smile.",0.1779,0.153,0.11,0.736,positive,Dracula
"The passenger turned his face away, at the same time putting out his two fingers and crossing himself.",0.0,0.0,0.0,1.0,neutral,Dracula
"""Give me the Herr's luggage,"" said the driver; and with exceeding alacrity my bags were handed out and put in the calèche.",0.0,0.0,0.0,1.0,neutral,Dracula
"Then I descended from the side of the coach, as the calèche was close alongside, the driver helping me with a hand which caught my arm in a grip of steel; his strength must have been prodigious.",0.8225,0.217,0.0,0.783,positive,Dracula
"Without a word he shook his reins, the horses turned, and we swept into the darkness of the Pass.",-0.1788,0.067,0.104,0.829,negative,Dracula
"As I looked back I saw the steam from the horses of the coach by the light of the lamps, and projected against it the figures of my late companions crossing themselves.",0.0,0.0,0.0,1.0,neutral,Dracula
"Then the driver cracked his whip and called to his horses, and off they swept on their way to Bukovina.",0.0,0.0,0.0,1.0,neutral,Dracula
"As they sank into the darkness I felt a strange chill, and a lonely feeling came over me; but a cloak was thrown over my shoulders, and a rug across my knees, and the driver said in excellent German:-- ""The night is chill, mein Herr, and my master the Count bade me take all care of you.",0.8381,0.173,0.076,0.751,positive,Dracula
"There is a flask of slivovitz (the plum brandy of the country) underneath the seat, if you should require it.""",0.0,0.0,0.0,1.0,neutral,Dracula
"I did not take any, but it was a comfort to know it was there all the same.",0.5023,0.178,0.0,0.822,positive,Dracula
"I felt a little strangely, and not a little frightened.",0.0727,0.241,0.21,0.55,positive,Dracula
"I think had there been any alternative I should have taken it, instead of prosecuting that unknown night journey.",0.0,0.0,0.0,1.0,neutral,Dracula
"The carriage went at a hard pace straight along, then we made a complete turn and went along another straight road.",0.34,0.179,0.066,0.755,positive,Dracula
"It seemed to me that we were simply going over and over the same ground again; and so I took note of some salient point, and found that this was so.",0.2732,0.068,0.0,0.932,positive,Dracula
"I would have liked to have asked the driver what this all meant, but I really feared to do so, for I thought that, placed as I was, any protest would have had no effect in case there had been an intention to delay.",-0.902,0.038,0.26,0.702,negative,Dracula
"By-and-by, however, as I was curious to know how time was passing, I struck a match, and by its flame looked at my watch; it was within a few minutes of midnight.",0.0772,0.076,0.066,0.858,positive,Dracula
"This gave me a sort of shock, for I suppose the general superstition about midnight was increased by my recent experiences.",-0.2006,0.095,0.132,0.773,negative,Dracula
I waited with a sick feeling of suspense.,-0.4215,0.17,0.375,0.455,negative,Dracula
"Then a dog began to howl somewhere in a farmhouse far down the road--a long, agonised wailing, as if from fear.",-0.7579,0.0,0.277,0.723,negative,Dracula
"The sound was taken up by another dog, and then another and another, till, borne on the wind which now sighed softly through the Pass, a wild howling began, which seemed to come from all over the country, as far as the imagination could grasp it through the gloom of the night.",-0.5574,0.0,0.067,0.933,negative,Dracula
"At the first howl the horses began to strain and rear, but the driver spoke to them soothingly, and they quieted down, but shivered and sweated as though after a runaway from sudden fright.",-0.5423,0.0,0.127,0.873,negative,Dracula
"Then, far off in the distance, from the mountains on each side of us began a louder and a sharper howling--that of wolves--which affected both the horses and myself in the same way--for I was minded to jump from the calèche and run, whilst they reared again and plunged madly, so that the driver had to use all his great strength to keep them from bolting.",0.6124,0.103,0.061,0.836,positive,Dracula
"In a few minutes, however, my own ears got accustomed to the sound, and the horses so far became quiet that the driver was able to descend and to stand before them.",0.0,0.0,0.0,1.0,neutral,Dracula
"He petted and soothed them, and whispered something in their ears, as I have heard of horse-tamers doing, and with extraordinary effect, for under his caresses they became quite manageable again, though they still trembled.",-0.1531,0.042,0.059,0.899,negative,Dracula
"The driver again took his seat, and shaking his reins, started off at a great pace.",0.5267,0.218,0.09,0.691,positive,Dracula
"This time, after going to the far side of the Pass, he suddenly turned down a narrow roadway which ran sharply to the right.",0.0,0.0,0.0,1.0,neutral,Dracula
"Soon we were hemmed in with trees, which in places arched right over the roadway till we passed as through a tunnel; and again great frowning rocks guarded us boldly on either side.",0.6369,0.174,0.063,0.763,positive,Dracula
"Though we were in shelter, we could hear the rising wind, for it moaned and whistled through the rocks, and the branches of the trees crashed together as we swept along.",-0.1027,0.0,0.045,0.955,negative,Dracula
"It grew colder and colder still, and fine, powdery snow began to fall, so that soon we and all around us were covered with a white blanket.",0.2023,0.067,0.0,0.933,positive,Dracula
"The keen wind still carried the howling of the dogs, though this grew fainter as we went on our way.",0.3612,0.116,0.0,0.884,positive,Dracula
"The baying of the wolves sounded nearer and nearer, as though they were closing round on us from every side.",0.0,0.0,0.0,1.0,neutral,Dracula
"I grew dreadfully afraid, and the horses shared my fear.",-0.6705,0.157,0.451,0.392,negative,Dracula
"The driver, however, was not in the least disturbed; he kept turning his head to left and right, but I could not see anything through the darkness.",-0.2283,0.057,0.089,0.854,negative,Dracula
"Suddenly, away on our left, I saw a faint flickering blue flame.",0.0,0.0,0.0,1.0,neutral,Dracula
"The driver saw it at the same moment; he at once checked the horses, and, jumping to the ground, disappeared into the darkness.",-0.4404,0.0,0.157,0.843,negative,Dracula
"I did not know what to do, the less as the howling of the wolves grew closer; but while I wondered the driver suddenly appeared again, and without a word took his seat, and we resumed our journey.",0.0,0.0,0.0,1.0,neutral,Dracula
"I think I must have fallen asleep and kept dreaming of the incident, for it seemed to be repeated endlessly, and now looking back, it is like a sort of awful nightmare.",-0.4588,0.074,0.162,0.765,negative,Dracula
"Once the flame appeared so near the road, that even in the darkness around us I could watch the driver's motions.",-0.25,0.0,0.095,0.905,negative,Dracula
"He went rapidly to where the blue flame arose--it must have been very faint, for it did not seem to illumine the place around it at all--and gathering a few stones, formed them into some device.",0.0,0.0,0.0,1.0,neutral,Dracula
"Once there appeared a strange optical effect: when he stood between me and the flame he did not obstruct it, for I could see its ghostly flicker all the same.",-0.2023,0.0,0.062,0.938,negative,Dracula
"This startled me, but as the effect was only momentary, I took it that my eyes deceived me straining through the darkness.",-0.8641,0.0,0.385,0.615,negative,Dracula
"Then for a time there were no blue flames, and we sped onwards through the gloom, with the howling of the wolves around us, as though they were following in a moving circle.",-0.7003,0.0,0.167,0.833,negative,Dracula
"At last there came a time when the driver went further afield than he had yet gone, and during his absence, the horses began to tremble worse than ever and to snort and scream with fright.",-0.8591,0.0,0.253,0.747,negative,Dracula
"I could not see any cause for it, for the howling of the wolves had ceased altogether; but just then the moon, sailing through the black clouds, appeared behind the jagged crest of a beetling, pine-clad rock, and by its light I saw around us a ring of wolves, with white teeth and lolling red tongues, with long, sinewy limbs and shaggy hair.",0.0,0.0,0.0,1.0,neutral,Dracula
They were a hundred times more terrible in the grim silence which held them than even when they howled.,-0.796,0.0,0.307,0.693,negative,Dracula
"For myself, I felt a sort of paralysis of fear.",-0.4939,0.0,0.314,0.686,negative,Dracula
It is only when a man feels himself face to face with such horrors that he can understand their true import.,-0.2263,0.114,0.151,0.735,negative,Dracula
All at once the wolves began to howl as though the moonlight had had some peculiar effect on them.,0.1531,0.082,0.0,0.918,positive,Dracula
"The horses jumped about and reared, and looked helplessly round with eyes that rolled in a way painful to see; but the living ring of terror encompassed them on every side; and they had perforce to remain within it.",-0.8047,0.0,0.191,0.809,negative,Dracula
"I called to the coachman to come, for it seemed to me that our only chance was to try to break out through the ring and to aid his approach.",0.25,0.067,0.0,0.933,positive,Dracula
"I shouted and beat the side of the calèche, hoping by the noise to scare the wolves from that side, so as to give him a chance of reaching the trap.",0.0258,0.183,0.152,0.665,neutral,Dracula
"How he came there, I know not, but I heard his voice raised in a tone of imperious command, and looking towards the sound, saw him stand in the roadway.",0.0,0.0,0.0,1.0,neutral,Dracula
"As he swept his long arms, as though brushing aside some impalpable obstacle, the wolves fell back and back further still.",-0.3612,0.0,0.111,0.889,negative,Dracula
"Just then a heavy cloud passed across the face of the moon, so that we were again in darkness.",-0.25,0.0,0.105,0.895,negative,Dracula
"When I could see again the driver was climbing into the calèche, and the wolves had disappeared.",-0.2263,0.0,0.112,0.888,negative,Dracula
"This was all so strange and uncanny that a dreadful fear came upon me, and I was afraid to speak or move.",-0.816,0.0,0.332,0.668,negative,Dracula
"The time seemed interminable as we swept on our way, now in almost complete darkness, for the rolling clouds obscured the moon.",-0.1832,0.0,0.076,0.924,negative,Dracula
"We kept on ascending, with occasional periods of quick descent, but in the main always ascending.",0.0,0.0,0.0,1.0,neutral,Dracula
"Suddenly, I became conscious of the fact that the driver was in the act of pulling up the horses in the courtyard of a vast ruined castle, from whose tall black windows came no ray of light, and whose broken battlements showed a jagged line against the moonlit sky.",-0.8316,0.0,0.189,0.811,negative,Dracula
CHAPTER II JONATHAN HARKER'S JOURNAL-- continued 5 May.,0.0,0.0,0.0,1.0,neutral,Dracula
"--I must have been asleep, for certainly if I had been fully awake I must have noticed the approach of such a remarkable place.",0.7184,0.24,0.0,0.76,positive,Dracula
"In the gloom the courtyard looked of considerable size, and as several dark ways led from it under great round arches, it perhaps seemed bigger than it really is.",0.128,0.118,0.104,0.778,positive,Dracula
I have not yet been able to see it by daylight.,0.0,0.0,0.0,1.0,neutral,Dracula
"When the calèche stopped, the driver jumped down and held out his hand to assist me to alight.",0.3182,0.152,0.09,0.758,positive,Dracula
Again I could not but notice his prodigious strength.,0.6486,0.381,0.0,0.619,positive,Dracula
His hand actually seemed like a steel vice that could have crushed mine if he had chosen.,0.4404,0.265,0.13,0.605,positive,Dracula
"Then he took out my traps, and placed them on the ground beside me as I stood close to a great door, old and studded with large iron nails, and set in a projecting doorway of massive stone.",0.6249,0.108,0.0,0.892,positive,Dracula
"I could see even in the dim light that the stone was massively carved, but that the carving had been much worn by time and weather.",-0.4215,0.0,0.104,0.896,negative,Dracula
"As I stood, the driver jumped again into his seat and shook the reins; the horses started forward, and trap and all disappeared down one of the dark openings.",-0.5574,0.0,0.183,0.817,negative,Dracula
"I stood in silence where I was, for I did not know what to do.",0.0,0.0,0.0,1.0,neutral,Dracula
Of bell or knocker there was no sign; through these frowning walls and dark window openings it was not likely that my voice could penetrate.,-0.5574,0.0,0.167,0.833,negative,Dracula
"The time I waited seemed endless, and I felt doubts and fears crowding upon me.",-0.6124,0.0,0.312,0.688,negative,Dracula
"What sort of place had I come to, and among what kind of people?",0.0,0.0,0.0,1.0,neutral,Dracula
What sort of grim adventure was it on which I had embarked?,-0.4563,0.134,0.266,0.6,negative,Dracula
Was this a customary incident in the life of a solicitor's clerk sent out to explain the purchase of a London estate to a foreigner?,0.0,0.0,0.0,1.0,neutral,Dracula
Solicitor's clerk!,0.0,0.0,0.0,1.0,neutral,Dracula
Mina would not like that.,-0.2755,0.0,0.345,0.655,negative,Dracula
Solicitor--for just before leaving London I got word that my examination was successful; and I am now a full-blown solicitor!,0.6239,0.204,0.0,0.796,positive,Dracula
I began to rub my eyes and pinch myself to see if I were awake.,0.0,0.0,0.0,1.0,neutral,Dracula
"It all seemed like a horrible nightmare to me, and I expected that I should suddenly awake, and find myself at home, with the dawn struggling in through the windows, as I had now and again felt in the morning after a day of overwork.",-0.5859,0.055,0.138,0.808,negative,Dracula
"But my flesh answered the pinching test, and my eyes were not to be deceived.",0.4782,0.182,0.0,0.818,positive,Dracula
I was indeed awake and among the Carpathians.,0.0,0.0,0.0,1.0,neutral,Dracula
"All I could do now was to be patient, and to wait the coming of the morning.",0.0,0.0,0.0,1.0,neutral,Dracula
"Just as I had come to this conclusion I heard a heavy step approaching behind the great door, and saw through the chinks the gleam of a coming light.",0.6249,0.146,0.0,0.854,positive,Dracula
Then there was the sound of rattling chains and the clanking of massive bolts drawn back.,0.0,0.0,0.0,1.0,neutral,Dracula
"A key was turned with the loud grating noise of long disuse, and the great door swung back.",0.5719,0.2,0.068,0.732,positive,Dracula
"Within, stood a tall old man, clean shaven save for a long white moustache, and clad in black from head to foot, without a single speck of colour about him anywhere.",0.7096,0.185,0.0,0.815,positive,Dracula
"He held in his hand an antique silver lamp, in which the flame burned without chimney or globe of any kind, throwing long quivering shadows as it flickered in the draught of the open door.",0.765,0.167,0.0,0.833,positive,Dracula
"The old man motioned me in with his right hand with a courtly gesture, saying in excellent English, but with a strange intonation:-- ""Welcome to my house!",0.7609,0.274,0.069,0.657,positive,Dracula
"Enter freely and of your own will!""",0.4926,0.347,0.0,0.653,positive,Dracula
"He made no motion of stepping to meet me, but stood like a statue, as though his gesture of welcome had fixed him into stone.",0.7684,0.243,0.054,0.704,positive,Dracula
"The instant, however, that I had stepped over the threshold, he moved impulsively forward, and holding out his hand grasped mine with a strength which made me wince, an effect which was not lessened by the fact that it seemed as cold as ice--more like the hand of a dead than a living man.",0.7783,0.197,0.07,0.733,positive,Dracula
"Again he said:-- ""Welcome to my house.",0.4588,0.333,0.0,0.667,positive,Dracula
Come freely.,0.4404,0.744,0.0,0.256,positive,Dracula
"Go safely; and leave something of the happiness you bring!""",0.784,0.464,0.078,0.458,positive,Dracula
"The strength of the handshake was so much akin to that which I had noticed in the driver, whose face I had not seen, that for a moment I doubted if it were not the same person to whom I was speaking; so to make sure, I said interrogatively:-- ""Count Dracula?""",0.5667,0.116,0.042,0.842,positive,Dracula
"He bowed in a courtly way as he replied:-- ""I am Dracula; and I bid you welcome, Mr. Harker, to my house.",0.4588,0.136,0.0,0.864,positive,Dracula
"Come in; the night air is chill, and you must need to eat and rest.""",0.0,0.0,0.0,1.0,neutral,Dracula
"As he was speaking, he put the lamp on a bracket on the wall, and stepping out, took my luggage; he had carried it in before I could forestall him.",0.0,0.0,0.0,1.0,neutral,Dracula
"I protested but he insisted:-- ""Nay, sir, you are my guest.",-0.0644,0.0,0.122,0.878,negative,Dracula
"It is late, and my people are not available.",0.0,0.0,0.0,1.0,neutral,Dracula
"Let me see to your comfort myself.""",0.3612,0.294,0.0,0.706,positive,Dracula
"He insisted on carrying my traps along the passage, and then up a great winding stair, and along another great passage, on whose stone floor our steps rang heavily.",0.8481,0.24,0.0,0.76,positive,Dracula
"At the end of this he threw open a heavy door, and I rejoiced to see within a well-lit room in which a table was spread for supper, and on whose mighty hearth a great fire of logs, freshly replenished, flamed and flared.",0.6908,0.16,0.054,0.787,positive,Dracula
"The Count halted, putting down my bags, closed the door, and crossing the room, opened another door, which led into a small octagonal room lit by a single lamp, and seemingly without a window of any sort.",0.0,0.0,0.0,1.0,neutral,Dracula
"Passing through this, he opened another door, and motioned me to enter.",0.0,0.0,0.0,1.0,neutral,Dracula
"It was a welcome sight; for here was a great bedroom well lighted and warmed with another log fire,--also added to but lately, for the top logs were fresh--which sent a hollow roar up the wide chimney.",0.7814,0.254,0.0,0.746,positive,Dracula
"The Count himself left my luggage inside and withdrew, saying, before he closed the door:-- ""You will need, after your journey, to refresh yourself by making your toilet.",0.0,0.0,0.0,1.0,neutral,Dracula
I trust you will find all you wish.,0.7184,0.545,0.0,0.455,positive,Dracula
"When you are ready, come into the other room, where you will find your supper prepared.""",0.3612,0.143,0.0,0.857,positive,Dracula
The light and warmth and the Count's courteous welcome seemed to have dissipated all my doubts and fears.,0.6486,0.341,0.183,0.476,positive,Dracula
"Having then reached my normal state, I discovered that I was half famished with hunger; so making a hasty toilet, I went into the other room.",-0.1531,0.06,0.085,0.855,negative,Dracula
I found supper already laid out.,0.0,0.0,0.0,1.0,neutral,Dracula
"My host, who stood on one side of the great fireplace, leaning against the stonework, made a graceful wave of his hand to the table, and said:-- ""I pray you, be seated and sup how you please.",0.9313,0.325,0.0,0.675,positive,Dracula
"You will, I trust, excuse me that I do not join you; but I have dined already, and I do not sup.""",0.2158,0.167,0.073,0.76,positive,Dracula
I handed to him the sealed letter which Mr. Hawkins had entrusted to me.,0.2023,0.13,0.0,0.87,positive,Dracula
"He opened it and read it gravely; then, with a charming smile, he handed it to me to read.",0.5859,0.265,0.105,0.63,positive,Dracula
"One passage of it, at least, gave me a thrill of pleasure.",0.7351,0.408,0.0,0.592,positive,Dracula
"""I must regret that an attack of gout, from which malady I am a constant sufferer, forbids absolutely any travelling on my part for some time to come; but I am happy to say I can send a sufficient substitute, one in whom I have every possible confidence.",0.7096,0.179,0.143,0.678,positive,Dracula
"He is a young man, full of energy and talent in his own way, and of a very faithful disposition.",0.796,0.35,0.0,0.65,positive,Dracula
"He is discreet and silent, and has grown into manhood in my service.",0.0,0.0,0.0,1.0,neutral,Dracula
"He shall be ready to attend on you when you will during his stay, and shall take your instructions in all matters.""",0.3612,0.106,0.0,0.894,positive,Dracula
"The Count himself came forward and took off the cover of a dish, and I fell to at once on an excellent roast chicken.",0.5719,0.15,0.0,0.85,positive,Dracula
"This, with some cheese and a salad and a bottle of old Tokay, of which I had two glasses, was my supper.",0.0,0.0,0.0,1.0,neutral,Dracula
"During the time I was eating it the Count asked me many questions as to my journey, and I told him by degrees all I had experienced.",0.0,0.0,0.0,1.0,neutral,Dracula
"By this time I had finished my supper, and by my host's desire had drawn up a chair by the fire and begun to smoke a cigar which he offered me, at the same time excusing himself that he did not smoke.",0.0772,0.064,0.057,0.879,positive,Dracula
"I had now an opportunity of observing him, and found him of a very marked physiognomy.",0.4215,0.177,0.0,0.823,positive,Dracula
"His face was a strong--a very strong--aquiline, with high bridge of the thin nose and peculiarly arched nostrils; with lofty domed forehead, and hair growing scantily round the temples but profusely elsewhere.",0.0387,0.043,0.038,0.919,neutral,Dracula
"His eyebrows were very massive, almost meeting over the nose, and with bushy hair that seemed to curl in its own profusion.",0.0,0.0,0.0,1.0,neutral,Dracula
"The mouth, so far as I could see it under the heavy moustache, was fixed and rather cruel-looking, with peculiarly sharp white teeth; these protruded over the lips, whose remarkable ruddiness showed astonishing vitality in a man of his years.",0.6705,0.139,0.033,0.827,positive,Dracula
"For the rest, his ears were pale, and at the tops extremely pointed; the chin was broad and strong, and the cheeks firm though thin.",0.765,0.223,0.0,0.777,positive,Dracula
The general effect was one of extraordinary pallor.,0.0,0.0,0.0,1.0,neutral,Dracula
"Hitherto I had noticed the backs of his hands as they lay on his knees in the firelight, and they had seemed rather white and fine; but seeing them now close to me, I could not but notice that they were rather coarse--broad, with squat fingers.",0.0772,0.031,0.025,0.944,positive,Dracula
"Strange to say, there were hairs in the centre of the palm.",-0.2023,0.0,0.141,0.859,negative,Dracula
"The nails were long and fine, and cut to a sharp point.",-0.0772,0.14,0.163,0.698,negative,Dracula
"As the Count leaned over me and his hands touched me, I could not repress a shudder.",0.2584,0.127,0.0,0.873,positive,Dracula
"It may have been that his breath was rank, but a horrible feeling of nausea came over me, which, do what I would, I could not conceal.",-0.6124,0.061,0.167,0.772,negative,Dracula
"The Count, evidently noticing it, drew back; and with a grim sort of smile, which showed more than he had yet done his protuberant teeth, sat himself down again on his own side of the fireplace.",-0.296,0.064,0.094,0.842,negative,Dracula
We were both silent for a while; and as I looked towards the window I saw the first dim streak of the coming dawn.,0.0,0.0,0.0,1.0,neutral,Dracula
There seemed a strange stillness over everything; but as I listened I heard as if from down below in the valley the howling of many wolves.,-0.1027,0.0,0.06,0.94,negative,Dracula
"The Count's eyes gleamed, and he said:-- ""Listen to them--the children of the night.",0.0,0.0,0.0,1.0,neutral,Dracula
"What music they make!""",0.0,0.0,0.0,1.0,neutral,Dracula
"Seeing, I suppose, some expression in my face strange to him, he added:-- ""Ah, sir, you dwellers in the city cannot enter into the feelings of the hunter.""",-0.2732,0.0,0.11,0.89,negative,Dracula
"Then he rose and said:-- ""But you must be tired.",-0.5927,0.0,0.3,0.7,negative,Dracula
"Your bedroom is all ready, and to-morrow you shall sleep as late as you will.",0.3612,0.152,0.0,0.848,positive,Dracula
"I have to be away till the afternoon; so sleep well and dream well!""",0.5676,0.298,0.0,0.702,positive,Dracula
"With a courteous bow, he opened for me himself the door to the octagonal room, and I entered my bedroom....",0.5106,0.163,0.0,0.837,positive,Dracula
I am all in a sea of wonders.,0.0,0.0,0.0,1.0,neutral,Dracula
"I doubt; I fear; I think strange things, which I dare not confess to my own soul.",-0.7579,0.0,0.429,0.571,negative,Dracula
"God keep me, if only for the sake of those dear to me!",0.6114,0.312,0.0,0.688,positive,Dracula
7 May.,0.0,0.0,0.0,1.0,neutral,Dracula
"--It is again early morning, but I have rested and enjoyed the last twenty-four hours.",0.6652,0.255,0.0,0.745,positive,Dracula
"I slept till late in the day, and awoke of my own accord.",0.0,0.0,0.0,1.0,neutral,Dracula
"When I had dressed myself I went into the room where we had supped, and found a cold breakfast laid out, with coffee kept hot by the pot being placed on the hearth.",0.0,0.0,0.0,1.0,neutral,Dracula
"There was a card on the table, on which was written:-- ""I have to be absent for a while.",0.0,0.0,0.0,1.0,neutral,Dracula
"Do not wait for me.--D.""",0.0,0.0,0.0,1.0,neutral,Dracula
I set to and enjoyed a hearty meal.,0.5106,0.398,0.0,0.602,positive,Dracula
"When I had done, I looked for a bell, so that I might let the servants know I had finished; but I could not find one.",0.0,0.0,0.0,1.0,neutral,Dracula
"There are certainly odd deficiencies in the house, considering the extraordinary evidences of wealth which are round me.",0.5106,0.245,0.1,0.655,positive,Dracula
"The table service is of gold, and so beautifully wrought that it must be of immense value.",0.7987,0.323,0.0,0.677,positive,Dracula
"The curtains and upholstery of the chairs and sofas and the hangings of my bed are of the costliest and most beautiful fabrics, and must have been of fabulous value when they were made, for they are centuries old, though in excellent order.",0.9286,0.26,0.0,0.74,positive,Dracula
"I saw something like them in Hampton Court, but there they were worn and frayed and moth-eaten.",-0.2617,0.094,0.151,0.755,negative,Dracula
But still in none of the rooms is there a mirror.,0.0,0.0,0.0,1.0,neutral,Dracula
"There is not even a toilet glass on my table, and I had to get the little shaving glass from my bag before I could either shave or brush my hair.",0.0,0.0,0.0,1.0,neutral,Dracula
"I have not yet seen a servant anywhere, or heard a sound near the castle except the howling of wolves.",0.0,0.0,0.0,1.0,neutral,Dracula
"Some time after I had finished my meal--I do not know whether to call it breakfast or dinner, for it was between five and six o'clock when I had it--I looked about for something to read, for I did not like to go about the castle until I had asked the Count's permission.",-0.2755,0.0,0.042,0.958,negative,Dracula
"There was absolutely nothing in the room, book, newspaper, or even writing materials; so I opened another door in the room and found a sort of library.",0.0,0.0,0.0,1.0,neutral,Dracula
"The door opposite mine I tried, but found it locked.",0.0,0.0,0.0,1.0,neutral,Dracula
"In the library I found, to my great delight, a vast number of English books, whole shelves full of them, and bound volumes of magazines and newspapers.",0.8519,0.297,0.0,0.703,positive,Dracula
"A table in the centre was littered with English magazines and newspapers, though none of them were of very recent date.",0.0,0.0,0.0,1.0,neutral,Dracula
"The books were of the most varied kind--history, geography, politics, political economy, botany, geology, law--all relating to England and English life and customs and manners.",0.0,0.0,0.0,1.0,neutral,Dracula
"There were even such books of reference as the London Directory, the ""Red"" and ""Blue"" books, Whitaker's Almanac, the Army and Navy Lists, and--it somehow gladdened my heart to see it--the Law List.",0.0,0.0,0.0,1.0,neutral,Dracula
"Whilst I was looking at the books, the door opened, and the Count entered.",0.0,0.0,0.0,1.0,neutral,Dracula
"He saluted me in a hearty way, and hoped that I had had a good night's rest.",0.6705,0.314,0.0,0.686,positive,Dracula
"Then he went on:-- ""I am glad you found your way in here, for I am sure there is much that will interest you.",0.8074,0.293,0.0,0.707,positive,Dracula
"These companions""--and he laid his hand on some of the books--""have been good friends to me, and for some years past, ever since I had the idea of going to London, have given me many, many hours of pleasure.",0.9169,0.275,0.0,0.725,positive,Dracula
Through them I have come to know your great England; and to know her is to love her.,0.8519,0.356,0.0,0.644,positive,Dracula
"I long to go through the crowded streets of your mighty London, to be in the midst of the whirl and rush of humanity, to share its life, its change, its death, and all that makes it what it is.",-0.4019,0.051,0.09,0.858,negative,Dracula
But alas!,-0.4482,0.0,0.746,0.254,negative,Dracula
as yet I only know your tongue through books.,0.0,0.0,0.0,1.0,neutral,Dracula
"To you, my friend, I look that I know it to speak.""",0.4939,0.262,0.0,0.738,positive,Dracula
"""But, Count,"" I said, ""you know and speak English thoroughly!""",0.0,0.0,0.0,1.0,neutral,Dracula
He bowed gravely.,-0.3612,0.0,0.556,0.444,negative,Dracula
"""I thank you, my friend, for your all too-flattering estimate, but yet I fear that I am but a little way on the road I would travel.",-0.3506,0.137,0.153,0.71,negative,Dracula
"True, I know the grammar and the words, but yet I know not how to speak them.""",0.2263,0.119,0.0,0.881,positive,Dracula
"""Indeed,"" I said, ""you speak excellently.""",0.0,0.0,0.0,1.0,neutral,Dracula
"""Not so,"" he answered.",0.0,0.0,0.0,1.0,neutral,Dracula
"""Well, I know that, did I move and speak in your London, none there are who would not know me for a stranger.",0.0,0.0,0.0,1.0,neutral,Dracula
That is not enough for me.,0.0,0.0,0.0,1.0,neutral,Dracula
"Here I am noble; I am boyar ; the common people know me, and I am master.",0.4588,0.2,0.0,0.8,positive,Dracula
"But a stranger in a strange land, he is no one; men know him not--and to know not is to care not for.",-0.8147,0.0,0.319,0.681,negative,Dracula
"I am content if I am like the rest, so that no man stops if he see me, or pause in his speaking if he hear my words, 'Ha, ha!",0.2763,0.156,0.123,0.721,positive,Dracula
a stranger!',0.0,0.0,0.0,1.0,neutral,Dracula
I have been so long master that I would be master still--or at least that none other should be master of me.,0.0,0.0,0.0,1.0,neutral,Dracula
"You come to me not alone as agent of my friend Peter Hawkins, of Exeter, to tell me all about my new estate in London.",0.6046,0.177,0.0,0.823,positive,Dracula
"You shall, I trust, rest here with me awhile, so that by our talking I may learn the English intonation; and I would that you tell me when I make error, even of the smallest, in my speaking.",0.1531,0.087,0.071,0.842,positive,Dracula
"I am sorry that I had to be away so long to-day; but you will, I know, forgive one who has so many important affairs in hand.""",0.627,0.192,0.042,0.766,positive,Dracula
"Of course I said all I could about being willing, and asked if I might come into that room when I chose.",0.0,0.0,0.0,1.0,neutral,Dracula
"He answered: ""Yes, certainly,"" and added:-- ""You may go anywhere you wish in the castle, except where the doors are locked, where of course you will not wish to go.",0.6597,0.162,0.0,0.838,positive,Dracula
"There is reason that all things are as they are, and did you see with my eyes and know with my knowledge, you would perhaps better understand.""",0.4404,0.1,0.0,0.9,positive,Dracula
"I said I was sure of this, and then he went on:-- ""We are in Transylvania; and Transylvania is not England.",0.3182,0.113,0.0,0.887,positive,Dracula
"Our ways are not your ways, and there shall be to you many strange things.",-0.2023,0.0,0.114,0.886,negative,Dracula
"Nay, from what you have told me of your experiences already, you know something of what strange things there may be.""",-0.2023,0.0,0.083,0.917,negative,Dracula
"This led to much conversation; and as it was evident that he wanted to talk, if only for talking's sake, I asked him many questions regarding things that had already happened to me or come within my notice.",0.0,0.0,0.0,1.0,neutral,Dracula
"Sometimes he sheered off the subject, or turned the conversation by pretending not to understand; but generally he answered all I asked most frankly.",0.0516,0.052,0.0,0.948,positive,Dracula
"Then as time went on, and I had got somewhat bolder, I asked him of some of the strange things of the preceding night, as, for instance, why the coachman went to the places where he had seen the blue flames.",0.0276,0.047,0.044,0.909,neutral,Dracula
"He then explained to me that it was commonly believed that on a certain night of the year--last night, in fact, when all evil spirits are supposed to have unchecked sway--a blue flame is seen over any place where treasure has been concealed.",-0.2732,0.09,0.092,0.818,negative,Dracula
"""That treasure has been hidden,"" he went on, ""in the region through which you came last night, there can be but little doubt; for it was the ground fought over for centuries by the Wallachian, the Saxon, and the Turk.",-0.6322,0.036,0.13,0.834,negative,Dracula
"Why, there is hardly a foot of soil in all this region that has not been enriched by the blood of men, patriots or invaders.",0.0,0.0,0.0,1.0,neutral,Dracula
In old days there were sti,0.0,0.0,0.0,1.0,neutral,Dracula
