sentence,compound,positive,negative,neutral,label,title
"Sometimes alone, sometimes with a soldier from his own part of the country, he would slowly saunter along by cages containing parrots with green backs and yellow heads from the banks of the Amazon, or parrots with gray backs and red heads from Senegal, or enormous macaws, which look like birds reared in hot-houses, with their flower-like feathers, their plumes and their tufts.",0.2023,0.064,0.067,0.869,positive,Original Short Stories — Volume 13
"Parrots of every size, who seem painted with minute care by the miniaturist, God Almighty, and the little birds, all the smaller birds hopped about, yellow, blue and variegated, mingling their cries with the noise of the quay; and adding to the din caused by unloading the vessels, as well as by passengers and vehicles, a violent clamor, loud, shrill and deafening, as if from some distant forest of monsters.",-0.34,0.093,0.111,0.795,negative,Original Short Stories — Volume 13
"Boitelle would pause, with wondering eyes, wide-open mouth, laughing and enraptured, showing his teeth to the captive cockatoos, who kept nodding their white or yellow topknots toward the glaring red of his breeches and the copper buckle of his belt.",0.4939,0.076,0.0,0.924,positive,Original Short Stories — Volume 13
"When he found a bird that could talk he put questions to it, and if it happened at the time to be disposed to reply and to hold a conversation with him he would carry away enough amusement to last him till evening.",0.3612,0.059,0.0,0.941,positive,Original Short Stories — Volume 13
"He also found heaps of amusement in looking at the monkeys, and could conceive no greater luxury for a rich man than to own these animals as one owns cats and dogs.",0.7506,0.228,0.058,0.714,positive,Original Short Stories — Volume 13
"This kind of taste for the exotic he had in his blood, as people have a taste for the chase, or for medicine, or for the priesthood.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"He could not help returning to the quay every time the gates of the barracks opened, drawn toward it by an irresistible longing.",0.0108,0.093,0.13,0.776,neutral,Original Short Stories — Volume 13
"On one occasion, having stopped almost in ecstasy before an enormous macaw, which was swelling out its plumes, bending forward and bridling up again as if making the court curtseys of parrot-land, he saw the door of a little cafe adjoining the bird dealer's shop open, and a young negress appeared, wearing on her head a red silk handkerchief.",0.4062,0.061,0.032,0.907,positive,Original Short Stories — Volume 13
She was sweeping into the street the corks and sand of the establishment.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Boitelle's attention was soon divided between the bird and the woman, and he really could not tell which of these two beings he contemplated with the greater astonishment and delight.",0.7506,0.186,0.0,0.814,positive,Original Short Stories — Volume 13
"The negress, having swept the rubbish into the street, raised her eyes, and, in her turn, was dazzled by the soldier's uniform.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"There she stood facing him with her broom in her hands as if she were bringing him a rifle, while the macaw continued bowing.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"But at the end of a few seconds the soldier began to feel embarrassed at this attention, and he walked away quietly so as not to look as if he were beating a retreat.",-0.7227,0.057,0.189,0.754,negative,Original Short Stories — Volume 13
But he came back.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Almost every day he passed before the Cafe des Colonies, and often he could distinguish through the window the figure of the little black-skinned maid serving ""bocks"" or glasses of brandy to the sailors of the port.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Frequently, too, she would come out to the door on seeing him; soon, without even having exchanged a word, they smiled at one another like acquaintances; and Boitelle felt his heart touched when he suddenly saw, glittering between the dark lips of the girl, a shining row of white teeth.",0.7184,0.115,0.0,0.885,positive,Original Short Stories — Volume 13
"At length, one day he ventured to enter, and was quite surprised to find that she could speak French like every one else.",0.5709,0.183,0.0,0.817,positive,Original Short Stories — Volume 13
"The bottle of lemonade, of which she was good enough to accept a glassful, remained in the soldier's recollection memorably delicious, and it became a custom with him to come and absorb in this little tavern on the quay all the agreeable drinks which he could afford.",0.9001,0.226,0.0,0.774,positive,Original Short Stories — Volume 13
"For him it was a treat, a happiness, on which his thoughts dwelt constantly, to watch the black hand of the little maid pouring something into his glass while her teeth laughed more than her eyes.",0.91,0.294,0.0,0.706,positive,Original Short Stories — Volume 13
"At the end of two months they became fast friends, and Boitelle, after his first astonishment at discovering that this negress had as good principles as honest French girls, that she exhibited a regard for economy, industry, religion and good conduct, loved her more on that account, and was so charmed with her that he wanted to marry her.",0.9636,0.277,0.0,0.723,positive,Original Short Stories — Volume 13
"He told her his intentions, which made her dance with joy.",0.5859,0.275,0.0,0.725,positive,Original Short Stories — Volume 13
"She had also a little money, left her by a female oyster dealer, who had picked her up when she had been left on the quay at Havre by an American captain.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"This captain had found her, when she was only about six years old, lying on bales of cotton in the hold of his ship, some hours after his departure from New York.",-0.5267,0.0,0.099,0.901,negative,Original Short Stories — Volume 13
"On his arrival in Havre he abandoned to the care of this compassionate oyster dealer the little black creature, who had been hidden on board his vessel, he knew not why or by whom.",0.5267,0.158,0.074,0.767,positive,Original Short Stories — Volume 13
"The oyster woman having died, the young negress became a servant at the Colonial Tavern.",-0.5574,0.0,0.217,0.783,negative,Original Short Stories — Volume 13
"Antoine Boitelle added: ""This will be all right if my parents don't oppose it.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"I will never go against them, you understand, never!",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"I'm going to say a word or two to them the first time I go back to the country.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"On the following week, in fact, having obtained twenty-four hours' leave, he went to see his family, who cultivated a little farm at Tourteville, near Yvetot.",-0.0516,0.0,0.048,0.952,negative,Original Short Stories — Volume 13
"He waited till the meal was finished, the hour when the coffee baptized with brandy makes people more open-hearted, before informing his parents that he had found a girl who satisfied his tastes, all his tastes, so completely that there could not exist any other in all the world so perfectly suited to him.",0.8468,0.138,0.0,0.862,positive,Original Short Stories — Volume 13
"The old people, on hearing this, immediately assumed a cautious manner and wanted explanations.",-0.1027,0.0,0.104,0.896,negative,Original Short Stories — Volume 13
He had concealed nothing from them except the color of her skin.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"She was a servant, without much means, but strong, thrifty, clean, well-conducted and sensible.",0.8402,0.421,0.0,0.579,positive,Original Short Stories — Volume 13
All these things were better than money would be in the hands of a bad housewife.,-0.1531,0.149,0.18,0.67,negative,Original Short Stories — Volume 13
"Moreover, she had a few sous, left her by a woman who had reared her, a good number of sous, almost a little dowry, fifteen hundred francs in the savings bank.",0.4939,0.144,0.0,0.856,positive,Original Short Stories — Volume 13
"The old people, persuaded by his talk, and relying also on their own judgment, were gradually weakening, when he came to the delicate point.",-0.2732,0.047,0.09,0.863,negative,Original Short Stories — Volume 13
"Laughing in rather a constrained fashion, he said: ""There's only one thing you may not like.",0.1754,0.171,0.188,0.641,positive,Original Short Stories — Volume 13
"She is not a white slip.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"They did not understand, and he had to explain at some length and very cautiously, to avoid shocking them, that she belonged to the dusky race of which they had only seen samples in pictures at Epinal.",-0.6326,0.0,0.129,0.871,negative,Original Short Stories — Volume 13
"Then they became restless, perplexed, alarmed, as if he had proposed a union with the devil.",-0.8807,0.0,0.505,0.495,negative,Original Short Stories — Volume 13
"The mother said: ""Black?",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
How much of her is black?,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Is the whole of her?""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"He replied: ""Certainly.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Everywhere, just as you are white everywhere.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"The father interposed: ""Black?",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Is it as black as the pot?""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"The son answered: ""Perhaps a little less than that.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"She is black, but not disgustingly black.",0.6392,0.413,0.0,0.587,positive,Original Short Stories — Volume 13
"The cure's cassock is black, but it is not uglier than a surplice which is white.""",0.5334,0.197,0.0,0.803,positive,Original Short Stories — Volume 13
"The father said: ""Are there more black people besides her in her country?""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"And the son, with an air of conviction, exclaimed: ""Certainly!""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
But the old man shook his head.,-0.1531,0.0,0.211,0.789,negative,Original Short Stories — Volume 13
"""That must be unpleasant.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"And the son: ""It isn't more disagreeable than anything else when you get accustomed to it.""",0.3559,0.142,0.0,0.858,positive,Original Short Stories — Volume 13
"The mother asked: ""It doesn't soil the underwear more than other skins, this black skin?""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""Not more than your own, as it is her proper color.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Then, after many other questions, it was agreed that the parents should see this girl before coming; to any decision, and that the young fellow, whose term of military service would be over in a month, should bring her to the house in order that they might examine her and decide by talking the matter over whether or not she was too dark to enter the Boitelle family.",0.296,0.047,0.0,0.953,positive,Original Short Stories — Volume 13
"Antoine accordingly announced that on Sunday, the 22d of May, the day of his discharge, he would start for Tourteville with his sweetheart.",0.6486,0.163,0.0,0.837,positive,Original Short Stories — Volume 13
"She had put on, for this journey to the house of her lover's parents, her most beautiful and most gaudy clothes, in which yellow, red and blue were the prevailing colors, so that she looked as if she were adorned for a national festival.",0.8479,0.187,0.0,0.813,positive,Original Short Stories — Volume 13
"At the terminus, as they were leaving Havre, people stared at her, and Boitelle was proud of giving his arm to a person who commanded so much attention.",0.6705,0.18,0.0,0.82,positive,Original Short Stories — Volume 13
"Then, in the third-class carriage, in which she took a seat by his side, she aroused so much astonishment among the country folks that the people in the adjoining compartments stood up on their benches to look at her over the wooden partition which divides the compartments.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"A child, at sight of her, began to cry with terror, another concealed his face in his mother's apron.",-0.7579,0.0,0.289,0.711,negative,Original Short Stories — Volume 13
"Everything went off well, however, up to their arrival at their destination.",0.2732,0.16,0.0,0.84,positive,Original Short Stories — Volume 13
"But when the train slackened its rate of motion as they drew near Yvetot, Antoine felt ill at ease, as he would have done at a review when he did not know his drill practice.",-0.1154,0.083,0.095,0.822,negative,Original Short Stories — Volume 13
"Then, as he; leaned his head out, he recognized in the distance: his father, holding the bridle of the horse harnessed to a carryall, and his mother, who had come forward to the grating, behind which stood those who were expecting friends.",0.4019,0.071,0.032,0.897,positive,Original Short Stories — Volume 13
"He alighted first, gave his hand to his sweetheart, and holding himself erect, as if he were escorting a general, he went to meet his family.",0.8176,0.246,0.0,0.754,positive,Original Short Stories — Volume 13
"The mother, on seeing this black lady in variegated costume in her son's company, remained so stupefied that she could not open her mouth; and the father found it hard to hold the horse, which the engine or the negress caused to rear continuously.",-0.1027,0.0,0.032,0.968,negative,Original Short Stories — Volume 13
"But Antoine, suddenly filled with unmixed joy at seeing once more the old people, rushed forward with open arms, embraced his mother, embraced his father, in spite of the nag's fright, and then turning toward his companion, at whom the passengers on the platform stopped to stare with amazement, he proceeded to explain: ""Here she is!",0.2244,0.139,0.149,0.712,positive,Original Short Stories — Volume 13
"I told you that, at first sight, she is not attractive; but as soon as you know her, I can assure you there's not a better sort in the whole world.",-0.1808,0.094,0.146,0.76,negative,Original Short Stories — Volume 13
"Say good-morning to her so that she may not feel badly.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Thereupon Mere Boitelle, almost frightened out of her wits, made a sort of curtsy, while the father took off his cap, murmuring: ""I wish you good luck!""",0.5081,0.187,0.083,0.73,positive,Original Short Stories — Volume 13
"Then, without further delay, they climbed into the carryall, the two women at the back, on seats which made them jump up and down as the vehicle went jolting along the road, and the two men in front on the front seat.",0.2411,0.046,0.0,0.954,positive,Original Short Stories — Volume 13
Nobody spoke.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Antoine, ill at ease, whistled a barrack-room air; his father whipped the nag; and his mother, from where she sat in the corner, kept casting sly glances at the negress, whose forehead and cheekbones shone in the sunlight like well-polished shoes.",-0.0772,0.108,0.114,0.778,negative,Original Short Stories — Volume 13
"Wishing to break the ice, Antoine turned round.",0.2263,0.213,0.0,0.787,positive,Original Short Stories — Volume 13
"""Well,"" said he, ""we don't seem inclined to talk.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""We must have time,"" replied the old woman.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"He went on: ""Come!",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Tell us the little story about that hen of yours that laid eight eggs.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
It was a funny anecdote of long standing in the family.,0.4404,0.244,0.0,0.756,positive,Original Short Stories — Volume 13
"But, as his mother still remained silent, paralyzed by her emotion, he undertook himself to tell the story, laughing as he did so at the memorable incident.",0.6486,0.142,0.0,0.858,positive,Original Short Stories — Volume 13
"The father, who knew it by heart brightened at the opening words of the narrative; his wife soon followed his example; and the negress herself, when he reached the drollest part of it, suddenly gave vent to a laugh, such a loud, rolling torrent of laughter that the horse, becoming excited, broke into a gallop for a while.",0.872,0.212,0.043,0.744,positive,Original Short Stories — Volume 13
This served to cement their acquaintance.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
They all began to chat.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"They had scarcely reached the house and had all alighted, when Antoine conducted his sweetheart to a room, so that she might take off her dress, to avoid staining it, as she was going to prepare a nice dish, intended to win the old people's affections through their stomachs.",0.9063,0.251,0.038,0.71,positive,Original Short Stories — Volume 13
"He drew his parents outside the house, and, with beating heart, asked: ""Well, what do you say now?""",-0.4588,0.0,0.15,0.85,negative,Original Short Stories — Volume 13
The father said nothing.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"The mother, less timid, exclaimed: ""She is too black.",-0.1796,0.0,0.176,0.824,negative,Original Short Stories — Volume 13
"No, indeed, this is too much for me.",-0.296,0.0,0.239,0.761,negative,Original Short Stories — Volume 13
"It turns my blood.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""You will get used to it,"" said Antoine.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""Perhaps so, but not at first.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"They went into the house, where the good woman was somewhat affected at the spectacle of the negress engaged in cooking.",0.6478,0.225,0.052,0.723,positive,Original Short Stories — Volume 13
"She at once proceeded to assist her, with petticoats tucked up, active in spite of her age.",-0.1779,0.128,0.161,0.711,negative,Original Short Stories — Volume 13
"The meal was an excellent one, very long, very enjoyable.",0.7996,0.472,0.0,0.528,positive,Original Short Stories — Volume 13
"When they were taking a turn after dinner, Antoine took his father aside.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""Well, dad, what do you say about it?""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
The peasant took care never to compromise himself.,0.4939,0.314,0.0,0.686,positive,Original Short Stories — Volume 13
"""I have no opinion about it.",-0.296,0.0,0.306,0.694,negative,Original Short Stories — Volume 13
"Ask your mother.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"So Antoine went back to his mother, and, detaining her behind the rest, said: ""Well, mother, what do you think of her?""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""My poor lad, she is really too black.",-0.4767,0.0,0.307,0.693,negative,Original Short Stories — Volume 13
"If she were only a little less black, I would not go against you, but this is too much.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"One would think it was Satan!""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"He did not press her, knowing how obstinate the old woman had always been, but he felt a tempest of disappointment sweeping over his heart.",-0.7227,0.0,0.216,0.784,negative,Original Short Stories — Volume 13
"He was turning over in his mind what he ought to do, what plan he could devise, surprised, moreover, that she had not conquered them already as she had captivated himself.",0.5423,0.134,0.0,0.866,positive,Original Short Stories — Volume 13
"And they, all four, walked along through the wheat fields, having gradually relapsed into silence.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Whenever they passed a fence they saw a countryman sitting on the stile, and a group of brats climbed up to stare at them, and every one rushed out into the road to see the ""black"" whore young Boitelle had brought home with him.",-0.6486,0.0,0.097,0.903,negative,Original Short Stories — Volume 13
At a distance they noticed people scampering across the fields just as when the drum beats to draw public attention to some living phenomenon.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Pere and Mere Boitelle, alarmed at this curiosity, which was exhibited everywhere through the country at their approach, quickened their pace, walking side by side, and leaving their son far behind.",-0.34,0.0,0.074,0.926,negative,Original Short Stories — Volume 13
His dark companion asked what his parents thought of her.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
He hesitatingly replied that they had not yet made up their minds.,-0.3612,0.0,0.185,0.815,negative,Original Short Stories — Volume 13
"But on the village green people rushed out of all the houses in a flutter of excitement; and, at the sight of the gathering crowd, old Boitelle took to his heels, and regained his abode, while Antoine; swelling with rage, his sweetheart on his arm, advanced majestically under the staring eyes, which opened wide in amazement.",0.9274,0.242,0.068,0.691,positive,Original Short Stories — Volume 13
"He understood that it was at an end, and there was no hope for him, that he could not marry his negress.",0.1779,0.116,0.088,0.797,positive,Original Short Stories — Volume 13
She also understood it; and as they drew near the farmhouse they both began to weep.,-0.5719,0.0,0.198,0.802,negative,Original Short Stories — Volume 13
"As soon as they had got back to the house, she once more took off her dress to aid the mother in the household duties, and followed her everywhere, to the dairy, to the stable, to the hen house, taking on herself the hardest part of the work, repeating always: ""Let me do it, Madame Boitelle,"" so that, when night came on, the old woman, touched but inexorable, said to her son: ""She is a good girl, all the same.",0.6652,0.066,0.0,0.934,positive,Original Short Stories — Volume 13
It's a pity she is so black; but indeed she is too black.,-0.1531,0.0,0.127,0.873,negative,Original Short Stories — Volume 13
I could not get used to it.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
She must go back again.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"She is too, too black!""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"And young Boitelle said to his sweetheart: ""She will not consent.",0.5624,0.287,0.111,0.601,positive,Original Short Stories — Volume 13
She thinks you are too black.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
You must go back again.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
I will go with you to the train.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
No matter--don't fret.,-0.296,0.0,0.524,0.476,negative,Original Short Stories — Volume 13
"I am going to talk to them after you have started.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"He then took her to the railway station, still cheering her with hope, and, when he had kissed her, he put her into the train, which he watched as it passed out of sight, his eyes swollen with tears.",0.7845,0.193,0.042,0.766,positive,Original Short Stories — Volume 13
In vain did he appeal to the old people.,-0.4215,0.0,0.259,0.741,negative,Original Short Stories — Volume 13
They would never give their consent.,-0.1695,0.0,0.25,0.75,negative,Original Short Stories — Volume 13
"And when he had told this story, which was known all over the country, Antoine Boitelle would always add: ""From that time forward I have had no heart for anything--for anything at all.",-0.296,0.0,0.066,0.934,negative,Original Short Stories — Volume 13
"No trade suited me any longer, and so I became what I am--a night scavenger.""",-0.296,0.0,0.155,0.845,negative,Original Short Stories — Volume 13
"People would say to him: ""Yet you got married.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""Yes, and I can't say that my wife didn't please me, seeing that I have fourteen children; but she is not the other one, oh, no--certainly not!",-0.1957,0.0,0.069,0.931,negative,Original Short Stories — Volume 13
"The other one, mark you, my negress, she had only to give me one glance, and I felt as if I were in Heaven.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
A WIDOW This story was told during the hunting season at the Chateau Baneville.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
The autumn had been rainy and sad.,-0.5267,0.0,0.468,0.532,negative,Original Short Stories — Volume 13
"The red leaves, instead of rustling under the feet, were rotting under the heavy downfalls.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
The forest was as damp as it could be.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"From it came an odor of must, of rain, of soaked grass and wet earth; and the sportsmen, their backs hunched under the downpour, mournful dogs, with tails between their legs and hairs sticking to their sides, and the young women, with their clothes drenched, returned every evening, tired in body and in mind.",-0.6908,0.0,0.116,0.884,negative,Original Short Stories — Volume 13
"After dinner, in the large drawing-room, everybody played lotto, without enjoyment, while the wind whistled madly around the house.",-0.498,0.1,0.234,0.666,negative,Original Short Stories — Volume 13
"Then they tried telling stories like those they read in books, but no one was able to invent anything amusing.",0.3291,0.206,0.112,0.681,positive,Original Short Stories — Volume 13
The hunters told tales of wonderful shots and of the butchery of rabbits; and the women racked their brains for ideas without revealing the imagination of Scheherezade.,0.5719,0.125,0.0,0.875,positive,Original Short Stories — Volume 13
"They were about to give up this diversion when a young woman, who was idly caressing the hand of an old maiden aunt, noticed a little ring made of blond hair, which she had often seen, without paying any attention to it.",0.4939,0.076,0.0,0.924,positive,Original Short Stories — Volume 13
"She fingered it gently and asked, ""Auntie, what is this ring?",0.4588,0.231,0.0,0.769,positive,Original Short Stories — Volume 13
"It looks as if it were made from the hair of a child.""",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"The old lady blushed, grew pale, then answered in a trembling voice: ""It is sad, so sad that I never wish to speak of it.",-0.8738,0.0,0.366,0.634,negative,Original Short Stories — Volume 13
All the unhappiness of my life comes from that.,-0.5267,0.0,0.298,0.702,negative,Original Short Stories — Volume 13
"I was very young then, and the memory has remained so painful that I weep every time I think of it.""",-0.8274,0.0,0.325,0.675,negative,Original Short Stories — Volume 13
"Immediately everybody wished to know the story, but the old lady refused to tell it.",-0.4215,0.0,0.167,0.833,negative,Original Short Stories — Volume 13
"Finally, after they had coaxed her for a long time, she yielded.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"Here is the story: ""You have often heard me speak of the Santeze family, now extinct.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
I knew the last three male members of this family.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
They all died in the same manner; this hair belongs to the last one.,-0.5574,0.0,0.217,0.783,negative,Original Short Stories — Volume 13
He was thirteen when he killed himself for me.,-0.6705,0.0,0.36,0.64,negative,Original Short Stories — Volume 13
"That seems strange to you, doesn't it?",-0.2023,0.0,0.231,0.769,negative,Original Short Stories — Volume 13
"""Oh!",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"it was a strange family--mad, if you will, but a charming madness, the madness of love.",0.5994,0.378,0.313,0.309,positive,Original Short Stories — Volume 13
"From father to son, all had violent passions which filled their whole being, which impelled them to do wild things, drove them to frantic enthusiasm, even to crime.",-0.6369,0.155,0.261,0.584,negative,Original Short Stories — Volume 13
"This was born in them, just as burning devotion is in certain souls.",0.6249,0.317,0.0,0.683,positive,Original Short Stories — Volume 13
Trappers have not the same nature as minions of the drawing-room.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
There was a saying: 'As passionate as a Santeze.',0.5267,0.362,0.0,0.638,positive,Original Short Stories — Volume 13
This could be noticed by looking at them.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"They all had wavy hair, falling over their brows, curly beards and large eyes whose glance pierced and moved one, though one could not say why.",-0.1531,0.0,0.06,0.94,negative,Original Short Stories — Volume 13
"""The grandfather of the owner of this hair, of whom it is the last souvenir, after many adventures, duels and elopements, at about sixty-five fell madly in love with his farmer's daughter.",0.5994,0.172,0.07,0.757,positive,Original Short Stories — Volume 13
I knew them both.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"She was blond, pale, distinguished-looking, with a slow manner of talking, a quiet voice and a look so gentle that one might have taken her for a Madonna.",0.5777,0.14,0.0,0.86,positive,Original Short Stories — Volume 13
The old nobleman took her to his home and was soon so captivated with her that he could not live without her for a minute.,0.5214,0.128,0.0,0.872,positive,Original Short Stories — Volume 13
"His daughter and daughter-in-law, who lived in the chateau, found this perfectly natural, love was such a tradition in the family.",0.9136,0.408,0.0,0.592,positive,Original Short Stories — Volume 13
"Nothing in regard to a passion surprised them, and if one spoke before them of parted lovers, even of vengeance after treachery, both said in the same sad tone: 'Oh, how he must have suffered to come to that point!'",0.3164,0.176,0.129,0.695,positive,Original Short Stories — Volume 13
That was all.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"They grew sad over tragedies of love, but never indignant, even when they were criminal.",-0.4592,0.231,0.355,0.413,negative,Original Short Stories — Volume 13
"""Now, one day a young man named Monsieur de Gradelle, who had been invited for the shooting, eloped with the young girl.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""Monsieur de Santeze remained calm as if nothing had happened, but one morning he was found hanging in the kennels, among his dogs.",0.1655,0.07,0.0,0.93,positive,Original Short Stories — Volume 13
"""His son died in the same manner in a hotel in Paris during a journey which he made there in 1841, after being deceived by a singer from the opera.",-0.7579,0.0,0.206,0.794,negative,Original Short Stories — Volume 13
"""He left a twelve-year-old child and a widow, my mother's sister.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"She came to my father's house with the boy, while we were living at Bertillon.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
I was then seventeen.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"""You have no idea how wonderful and precocious this Santeze child was.",0.3612,0.233,0.138,0.629,positive,Original Short Stories — Volume 13
One might have thought that all the tenderness and exaltation of the whole race had been stored up in this last one.,0.4215,0.118,0.0,0.882,positive,Original Short Stories — Volume 13
He was always dreaming and walking about alone in a great alley of elms leading from the chateau to the forest.,0.4767,0.17,0.083,0.747,positive,Original Short Stories — Volume 13
"I watched from my window this sentimental boy, who walked with thoughtful steps, his hands behind his back, his head bent, and at times stopping to raise his eyes as if he could see and understand things that were not comprehensible at his age.",0.561,0.112,0.034,0.854,positive,Original Short Stories — Volume 13
"""Often, after dinner on clear evenings, he would say to me: 'Let us go outside and dream, cousin.'",0.5574,0.223,0.0,0.777,positive,Original Short Stories — Volume 13
And we would go outside together in the park.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"He would stop quickly before a clearing where the white vapor of the moon lights the woods, and he would press my hand, saying: 'Look!",0.3164,0.126,0.079,0.794,positive,Original Short Stories — Volume 13
look!,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
but you don't understand me; I feel it.,0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"If you understood me, we should be happy.",0.5719,0.346,0.0,0.654,positive,Original Short Stories — Volume 13
One must love to know!,0.6696,0.529,0.0,0.471,positive,Original Short Stories — Volume 13
"I would laugh and then kiss this child, who loved me madly.",0.8225,0.515,0.135,0.35,positive,Original Short Stories — Volume 13
"""Often, after dinner, he would sit on my mother's knees.",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"'Come, auntie,' he would say, 'tell me some love-stories.'",0.0,0.0,0.0,1.0,neutral,Original Short Stories — Volume 13
"And my mother, as a joke, would tell him all the old legends of the family, all the passionate adventures of his forefathers, for thousands of them were current, some true and some false.",0.8689,0.271,0.0,0.729,positive,Original Short Stories — Volume 13
It was their reputation for love and gallantry which was the ruin of every one of these men; they gloried in it and then thought that they had to live up to the renown of their house.,0.8126,0.233,0.079,0.688,positive,Original Short Stories — Volume 13
"""The little fellow became exalted by these tender or terrible stories, and at times he would clap his hands, crying: 'I, too, I, too, know how to love, better than all of them!'",0.2942,0.174,0.146,0.681,positive,Original Short Stories — Volume 13
