sentence,compound,positive,negative,neutral,label,title
"The last time, too, he lost his job, and that meant six weeks more of standing at the doors of the packing houses, at six o'clock on bitter winter mornings, with a foot of snow on the ground and more in the air.",-0.6249,0.0,0.113,0.887,negative,The Jungle
"There are learned people who can tell you out of the statistics that beef-boners make forty cents an hour, but, perhaps, these people have never looked into a beef-boner's hands.",0.0,0.0,0.0,1.0,neutral,The Jungle
"When Tamoszius and his companions stop for a rest, as perforce they must, now and then, the dancers halt where they are and wait patiently.",-0.296,0.0,0.087,0.913,negative,The Jungle
They never seem to tire; and there is no place for them to sit down if they did.,-0.296,0.0,0.115,0.885,negative,The Jungle
"It is only for a minute, anyway, for the leader starts up again, in spite of all the protests of the other two.",-0.6486,0.0,0.209,0.791,negative,The Jungle
"This time it is another sort of a dance, a Lithuanian dance.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Those who prefer to, go on with the two-step, but the majority go through an intricate series of motions, resembling more fancy skating than a dance.",0.2263,0.073,0.0,0.927,positive,The Jungle
"The climax of it is a furious prestissimo , at which the couples seize hands and begin a mad whirling.",-0.7845,0.0,0.315,0.685,negative,The Jungle
"This is quite irresistible, and every one in the room joins in, until the place becomes a maze of flying skirts and bodies quite dazzling to look upon.",0.4005,0.094,0.0,0.906,positive,The Jungle
But the sight of sights at this moment is Tamoszius Kuszleika.,0.0,0.0,0.0,1.0,neutral,The Jungle
"The old fiddle squeaks and shrieks in protest, but Tamoszius has no mercy.",-0.0129,0.185,0.245,0.57,neutral,The Jungle
"The sweat starts out on his forehead, and he bends over like a cyclist on the last lap of a race.",0.3612,0.122,0.0,0.878,positive,The Jungle
"His body shakes and throbs like a runaway steam engine, and the ear cannot follow the flying showers of notes--there is a pale blue mist where you look to see his bowing arm.",0.3612,0.077,0.0,0.923,positive,The Jungle
"With a most wonderful rush he comes to the end of the tune, and flings up his hands and staggers back exhausted; and with a final shout of delight the dancers fly apart, reeling here and there, bringing up against the walls of the room.",0.7501,0.157,0.05,0.794,positive,The Jungle
"After this there is beer for every one, the musicians included, and the revelers take a long breath and prepare for the great event of the evening, which is the acziavimas .",0.6249,0.124,0.0,0.876,positive,The Jungle
"The acziavimas is a ceremony which, once begun, will continue for three or four hours, and it involves one uninterrupted dance.",0.0,0.0,0.0,1.0,neutral,The Jungle
"The guests form a great ring, locking hands, and, when the music starts up, begin to move around in a circle.",0.6249,0.186,0.0,0.814,positive,The Jungle
"In the center stands the bride, and, one by one, the men step into the enclosure and dance with her.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Each dances for several minutes--as long as he pleases; it is a very merry proceeding, with laughter and singing, and when the guest has finished, he finds himself face to face with Teta Elzbieta, who holds the hat.",0.8655,0.222,0.0,0.778,positive,The Jungle
"Into it he drops a sum of money--a dollar, or perhaps five dollars, according to his power, and his estimate of the value of the privilege.",0.5994,0.176,0.0,0.824,positive,The Jungle
"The guests are expected to pay for this entertainment; if they be proper guests, they will see that there is a neat sum left over for the bride and bridegroom to start life upon.",0.6597,0.156,0.038,0.806,positive,The Jungle
"Most fearful they are to contemplate, the expenses of this entertainment.",-0.0626,0.206,0.222,0.572,negative,The Jungle
They will certainly be over two hundred dollars and maybe three hundred; and three hundred dollars is more than the year's income of many a person in this room.,0.34,0.082,0.0,0.918,positive,The Jungle
"There are able-bodied men here who work from early morning until late at night, in ice-cold cellars with a quarter of an inch of water on the floor--men who for six or seven months in the year never see the sunlight from Sunday afternoon till the next Sunday morning--and who cannot earn three hundred dollars in a year.",0.0,0.0,0.0,1.0,neutral,The Jungle
"There are little children here, scarce in their teens, who can hardly see the top of the work benches--whose parents have lied to get them their places--and who do not make the half of three hundred dollars a year, and perhaps not even the third of it.",-0.2648,0.032,0.054,0.914,negative,The Jungle
"And then to spend such a sum, all in a single day of your life, at a wedding feast!",0.0,0.0,0.0,1.0,neutral,The Jungle
"(For obviously it is the same thing, whether you spend it at once for your own wedding, or in a long time, at the weddings of all your friends.)",0.0,0.0,0.0,1.0,neutral,The Jungle
"It is very imprudent, it is tragic--but, ah, it is so beautiful!",0.7417,0.324,0.0,0.676,positive,The Jungle
Bit by bit these poor people have given up everything else; but to this they cling with all the power of their souls--they cannot give up the veselija!,-0.3274,0.0,0.08,0.92,negative,The Jungle
"To do that would mean, not merely to be defeated, but to acknowledge defeat--and the difference between these two things is what keeps the world going.",-0.2617,0.0,0.076,0.924,negative,The Jungle
"The veselija has come down to them from a far-off time; and the meaning of it was that one might dwell within the cave and gaze upon shadows, provided only that once in his lifetime he could break his chains, and feel his wings, and behold the sun; provided that once in his lifetime he might testify to the fact that life, with all its cares and its terrors, is no such great thing after all, but merely a bubble upon the surface of a river, a thing that one may toss about and play with as a juggler tosses his golden balls, a thing that one may quaff, like a goblet of rare red wine.",0.8047,0.103,0.033,0.864,positive,The Jungle
"Thus having known himself for the master of things, a man could go back to his toil and live upon the memory all his days.",0.0,0.0,0.0,1.0,neutral,The Jungle
Endlessly the dancers swung round and round--when they were dizzy they swung the other way.,-0.2263,0.0,0.119,0.881,negative,The Jungle
Hour after hour this had continued--the darkness had fallen and the room was dim from the light of two smoky oil lamps.,-0.5423,0.0,0.184,0.816,negative,The Jungle
"The musicians had spent all their fine frenzy by now, and played only one tune, wearily, ploddingly.",0.2263,0.205,0.112,0.683,positive,The Jungle
"There were twenty bars or so of it, and when they came to the end they began again.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Once every ten minutes or so they would fail to begin again, but instead would sink back exhausted; a circumstance which invariably brought on a painful and terrifying scene, that made the fat policeman stir uneasily in his sleeping place behind the door.",-0.9561,0.0,0.329,0.671,negative,The Jungle
It was all Marija Berczynskas.,0.0,0.0,0.0,1.0,neutral,The Jungle
Marija was one of those hungry souls who cling with desperation to the skirts of the retreating muse.,-0.4588,0.0,0.15,0.85,negative,The Jungle
All day long she had been in a state of wonderful exaltation; and now it was leaving--and she would not let it go.,0.5719,0.15,0.0,0.85,positive,The Jungle
"Her soul cried out in the words of Faust, ""Stay, thou art fair!""",-0.4389,0.0,0.194,0.806,negative,The Jungle
"Whether it was by beer, or by shouting, or by music, or by motion, she meant that it should not go.",0.0,0.0,0.0,1.0,neutral,The Jungle
"And she would go back to the chase of it--and no sooner be fairly started than her chariot would be thrown off the track, so to speak, by the stupidity of those thrice accursed musicians.",-0.6249,0.0,0.134,0.866,negative,The Jungle
"Each time, Marija would emit a howl and fly at them, shaking her fists in their faces, stamping upon the floor, purple and incoherent with rage.",-0.6486,0.0,0.187,0.813,negative,The Jungle
"In vain the frightened Tamoszius would attempt to speak, to plead the limitations of the flesh; in vain would the puffing and breathless ponas Jokubas insist, in vain would Teta Elzbieta implore.",-0.8834,0.0,0.288,0.712,negative,The Jungle
"""Szalin!""",0.0,0.0,0.0,1.0,neutral,The Jungle
Marija would scream.,-0.4019,0.0,0.574,0.426,negative,The Jungle
"""Palauk!",0.0,0.0,0.0,1.0,neutral,The Jungle
isz kelio!,0.0,0.0,0.0,1.0,neutral,The Jungle
"What are you paid for, children of hell?""",0.0,0.0,0.0,1.0,neutral,The Jungle
"And so, in sheer terror, the orchestra would strike up again, and Marija would return to her place and take up her task.",-0.6326,0.0,0.197,0.803,negative,The Jungle
She bore all the burden of the festivities now.,-0.2023,0.221,0.35,0.429,negative,The Jungle
"Ona was kept up by her excitement, but all of the women and most of the men were tired--the soul of Marija was alone unconquered.",-0.1027,0.076,0.091,0.833,negative,The Jungle
"She drove on the dancers--what had once been the ring had now the shape of a pear, with Marija at the stem, pulling one way and pushing the other, shouting, stamping, singing, a very volcano of energy.",0.3321,0.065,0.0,0.935,positive,The Jungle
"Now and then some one coming in or out would leave the door open, and the night air was chill; Marija as she passed would stretch out her foot and kick the doorknob, and slam would go the door!",-0.4753,0.0,0.1,0.9,negative,The Jungle
Once this procedure was the cause of a calamity of which Sebastijonas Szedvilas was the hapless victim.,-0.5423,0.0,0.243,0.757,negative,The Jungle
"Little Sebastijonas, aged three, had been wandering about oblivious to all things, holding turned up over his mouth a bottle of liquid known as ""pop,"" pink-colored, ice-cold, and delicious.",0.5719,0.121,0.0,0.879,positive,The Jungle
"Passing through the doorway the door smote him full, and the shriek which followed brought the dancing to a halt.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Marija, who threatened horrid murder a hundred times a day, and would weep over the injury of a fly, seized little Sebastijonas in her arms and bid fair to smother him with kisses.",-0.9423,0.116,0.426,0.457,negative,The Jungle
"There was a long rest for the orchestra, and plenty of refreshments, while Marija was making her peace with her victim, seating him upon the bar, and standing beside him and holding to his lips a foaming schooner of beer.",0.34,0.084,0.05,0.865,positive,The Jungle
"In the meantime there was going on in another corner of the room an anxious conference between Teta Elzbieta and Dede Antanas, and a few of the more intimate friends of the family.",0.3353,0.095,0.057,0.848,positive,The Jungle
A trouble was come upon them.,-0.4019,0.0,0.403,0.597,negative,The Jungle
"The veselija is a compact, a compact not expressed, but therefore only the more binding upon all.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Every one's share was different--and yet every one knew perfectly well what his share was, and strove to give a little more.",0.8658,0.386,0.0,0.614,positive,The Jungle
"Now, however, since they had come to the new country, all this was changing; it seemed as if there must be some subtle poison in the air that one breathed here--it was affecting all the young men at once.",-0.5423,0.0,0.084,0.916,negative,The Jungle
"They would come in crowds and fill themselves with a fine dinner, and then sneak off.",0.2023,0.114,0.0,0.886,positive,The Jungle
"One would throw another's hat out of the window, and both would go out to get it, and neither could be seen again.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Or now and then half a dozen of them would get together and march out openly, staring at you, and making fun of you to your face.",0.5106,0.117,0.0,0.883,positive,The Jungle
"Still others, worse yet, would crowd about the bar, and at the expense of the host drink themselves sodden, paying not the least attention to any one, and leaving it to be thought that either they had danced with the bride already, or meant to later on.",-0.4767,0.0,0.063,0.937,negative,The Jungle
"All these things were going on now, and the family was helpless with dismay.",-0.7003,0.0,0.326,0.674,negative,The Jungle
"So long they had toiled, and such an outlay they had made!",0.0,0.0,0.0,1.0,neutral,The Jungle
"Ona stood by, her eyes wide with terror.",-0.5267,0.0,0.327,0.673,negative,The Jungle
"Those frightful bills--how they had haunted her, each item gnawing at her soul all day and spoiling her rest at night.",-0.7506,0.0,0.252,0.748,negative,The Jungle
"How often she had named them over one by one and figured on them as she went to work--fifteen dollars for the hall, twenty-two dollars and a quarter for the ducks, twelve dollars for the musicians, five dollars at the church, and a blessing of the Virgin besides--and so on without an end!",0.5411,0.065,0.0,0.935,positive,The Jungle
Worst of all was the frightful bill that was still to come from Graiczunas for the beer and liquor that might be consumed.,-0.8126,0.0,0.261,0.739,negative,The Jungle
"One could never get in advance more than a guess as to this from a saloon-keeper--and then, when the time came he always came to you scratching his head and saying that he had guessed too low, but that he had done his best--your guests had gotten so very drunk.",-0.6712,0.0,0.107,0.893,negative,The Jungle
"By him you were sure to be cheated unmercifully, and that even though you thought yourself the dearest of the hundreds of friends he had.",0.6908,0.27,0.099,0.631,positive,The Jungle
"He would begin to serve your guests out of a keg that was half full, and finish with one that was half empty, and then you would be charged for two kegs of beer.",-0.3818,0.0,0.104,0.896,negative,The Jungle
"He would agree to serve a certain quality at a certain price, and when the time came you and your friends would be drinking some horrible poison that could not be described.",0.2023,0.24,0.172,0.588,positive,The Jungle
"You might complain, but you would get nothing for your pains but a ruined evening; while, as for going to law about it, you might as well go to heaven at once.",0.6367,0.24,0.14,0.619,positive,The Jungle
"The saloon-keeper stood in with all the big politics men in the district; and when you had once found out what it meant to get into trouble with such people, you would know enough to pay what you were told to pay and shut up.",-0.5423,0.0,0.116,0.884,negative,The Jungle
What made all this the more painful was that it was so hard on the few that had really done their best.,0.1039,0.156,0.177,0.666,positive,The Jungle
"There was poor old ponas Jokubas, for instance--he had already given five dollars, and did not every one know that Jokubas Szedvilas had just mortgaged his delicatessen store for two hundred dollars to meet several months' overdue rent?",-0.4019,0.035,0.077,0.889,negative,The Jungle
"And then there was withered old poni Aniele--who was a widow, and had three children, and the rheumatism besides, and did washing for the tradespeople on Halsted Street at prices it would break your heart to hear named.",0.0,0.0,0.0,1.0,neutral,The Jungle
Aniele had given the entire profit of her chickens for several months.,0.4404,0.209,0.0,0.791,positive,The Jungle
"Eight of them she owned, and she kept them in a little place fenced around on her backstairs.",0.0,0.0,0.0,1.0,neutral,The Jungle
"All day long the children of Aniele were raking in the dump for food for these chickens; and sometimes, when the competition there was too fierce, you might see them on Halsted Street walking close to the gutters, and with their mother following to see that no one robbed them of their finds.",-0.5859,0.0,0.086,0.914,negative,The Jungle
"Money could not tell the value of these chickens to old Mrs. Jukniene--she valued them differently, for she had a feeling that she was getting something for nothing by means of them--that with them she was getting the better of a world that was getting the better of her in so many other ways.",0.8,0.172,0.034,0.793,positive,The Jungle
"So she watched them every hour of the day, and had learned to see like an owl at night to watch them then.",0.3612,0.102,0.0,0.898,positive,The Jungle
"One of them had been stolen long ago, and not a month passed that some one did not try to steal another.",-0.1461,0.106,0.129,0.765,negative,The Jungle
"As the frustrating of this one attempt involved a score of false alarms, it will be understood what a tribute old Mrs. Jukniene brought, just because Teta Elzbieta had once loaned her some money for a few days and saved her from being turned out of her house.",-0.296,0.056,0.1,0.843,negative,The Jungle
More and more friends gathered round while the lamentation about these things was going on.,0.3086,0.192,0.126,0.682,positive,The Jungle
"Some drew nearer, hoping to overhear the conversation, who were themselves among the guilty--and surely that was a thing to try the patience of a saint.",0.6908,0.206,0.0,0.794,positive,The Jungle
"Finally there came Jurgis, urged by some one, and the story was retold to him.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Jurgis listened in silence, with his great black eyebrows knitted.",0.6249,0.313,0.0,0.687,positive,The Jungle
Now and then there would come a gleam underneath them and he would glance about the room.,0.0,0.0,0.0,1.0,neutral,The Jungle
"Perhaps he would have liked to go at some of those fellows with his big clenched fists; but then, doubtless, he realized how little good it would do him.",0.7691,0.228,0.0,0.772,positive,The Jungle
No bill would be any less for turning out any one at this time; and then there would be the scandal--and Jurgis wanted nothing except to get away with Ona and to let the world go its own way.,-0.296,0.0,0.055,0.945,negative,The Jungle
"So his hands relaxed and he merely said quietly: ""It is done, and there is no use in weeping, Teta Elzbieta.""",-0.1621,0.13,0.192,0.678,negative,The Jungle
"Then his look turned toward Ona, who stood close to his side, and he saw the wide look of terror in her eyes.",-0.5267,0.0,0.134,0.866,negative,The Jungle
"""Little one,"" he said, in a low voice, ""do not worry--it will not matter to us.",-0.2901,0.0,0.196,0.804,negative,The Jungle
We will pay them all somehow.,-0.1027,0.0,0.219,0.781,negative,The Jungle
"I will work harder.""",0.0,0.0,0.0,1.0,neutral,The Jungle
That was always what Jurgis said.,0.0,0.0,0.0,1.0,neutral,The Jungle
"Ona had grown used to it as the solution of all difficulties--""I will work harder!""",0.3802,0.156,0.0,0.844,positive,The Jungle
"He had said that in Lithuania when one official had taken his passport from him, and another had arrested him for being without it, and the two had divided a third of his belongings.",-0.4767,0.0,0.088,0.912,negative,The Jungle
"He had said it again in New York, when the smooth-spoken agent had taken them in hand and made them pay such high prices, and almost prevented their leaving his place, in spite of their paying.",-0.2006,0.078,0.145,0.777,negative,The Jungle
"Now he said it a third time, and Ona drew a deep breath; it was so wonderful to have a husband, just like a grown woman--and a husband who could solve all problems, and who was so big and strong!",0.8806,0.283,0.059,0.658,positive,The Jungle
"The last sob of little Sebastijonas has been stifled, and the orchestra has once more been reminded of its duty.",-0.5267,0.0,0.196,0.804,negative,The Jungle
"The ceremony begins again--but there are few now left to dance with, and so very soon the collection is over and promiscuous dances once more begin.",-0.0772,0.0,0.049,0.951,negative,The Jungle
"It is now after midnight, however, and things are not as they were before.",0.0,0.0,0.0,1.0,neutral,The Jungle
"The dancers are dull and heavy--most of them have been drinking hard, and have long ago passed the stage of exhilaration.",-0.4767,0.0,0.177,0.823,negative,The Jungle
"They dance in monotonous measure, round after round, hour after hour, with eyes fixed upon vacancy, as if they were only half conscious, in a constantly growing stupor.",0.1779,0.061,0.0,0.939,positive,The Jungle
"The men grasp the women very tightly, but there will be half an hour together when neither will see the other's face.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Some couples do not care to dance, and have retired to the corners, where they sit with their arms enlaced.",-0.3875,0.0,0.122,0.878,negative,The Jungle
"Others, who have been drinking still more, wander about the room, bumping into everything; some are in groups of two or three, singing, each group its own song.",0.0,0.0,0.0,1.0,neutral,The Jungle
"As time goes on there is a variety of drunkenness, among the younger men especially.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Some stagger about in each other's arms, whispering maudlin words--others start quarrels upon the slightest pretext, and come to blows and have to be pulled apart.",0.0,0.0,0.0,1.0,neutral,The Jungle
"Now the fat policeman wakens definitely, and feels of his club to see that it is ready for business.",0.6369,0.234,0.0,0.766,positive,The Jungle
"He has to be prompt--for these two-o'clock-in-the-morning fights, if they once get out of hand, are like a forest fire, and may mean the whole reserves at the station.",0.1531,0.164,0.147,0.69,positive,The Jungle
"The thing to do is to crack every fighting head that you see, before there are so many fighting heads that you cannot crack any of them.",-0.6124,0.0,0.167,0.833,negative,The Jungle
"There is but scant account kept of cracked heads in back of the yards, for men who have to crack the heads of animals all day seem to get into the habit, and to practice on their friends, and even on their families, between times.",0.631,0.086,0.0,0.914,positive,The Jungle
This makes it a cause for congratulation that by modern methods a very few men can do the painfully necessary work of head-cracking for the whole of the cultured world.,0.128,0.117,0.102,0.781,positive,The Jungle
"There is no fight that night--perhaps because Jurgis, too, is watchful--even more so than the policeman.",-0.5859,0.0,0.255,0.745,negative,The Jungle
"Jurgis has drunk a great deal, as any one naturally would on an occasion when it all has to be paid for, whether it is drunk or not; but he is a very steady man, and does not easily lose his temper.",-0.4968,0.111,0.197,0.693,negative,The Jungle
Only once there is a tight shave--and that is the fault of Marija Berczynskas.,-0.4019,0.0,0.184,0.816,negative,The Jungle
"Marija has apparently concluded about two hours ago that if the altar in the corner, with the deity in soiled white, be not the true home of the muses, it is, at any rate, the nearest substitute on earth attainable.",-0.3252,0.0,0.056,0.944,negative,The Jungle
And Marija is just fighting drunk when there come to her ears the facts about the villains who have not paid that night.,-0.8519,0.0,0.317,0.683,negative,The Jungle
"Marija goes on the warpath straight off, without even the preliminary of a good cursing, and when she is pulled off it is with the coat collars of two villains in her hands.",-0.1531,0.126,0.115,0.759,negative,The Jungle
"Fortunately, the policeman is disposed to be reasonable, and so it is not Marija who is flung out of the place.",0.0,0.0,0.0,1.0,neutral,The Jungle
All this interrupts the music for not more than a minute or two.,-0.3182,0.0,0.173,0.827,negative,The Jungle
Then again the merciless tune begins--the tune that has been played for the last half-hour without one single change.,0.34,0.118,0.0,0.882,positive,The Jungle
"It is an American tune this time, one which they have picked up on the streets; all seem to know the words of it--or, at any rate, the first line of it, which they hum to themselves, over and over again without rest: ""In the good old summertime--in the good old summertime!",0.7263,0.109,0.0,0.891,positive,The Jungle
"In the good old summertime--in the good old summertime!""",0.7263,0.465,0.0,0.535,positive,The Jungle
"There seems to be something hypnotic about this, with its endlessly recurring dominant.",0.0,0.0,0.0,1.0,neutral,The Jungle
"It has put a stupor upon every one who hears it, as well as upon the men who are playing it.",0.4404,0.178,0.0,0.822,positive,The Jungle
"No one can get away from it, or even think of getting away from it; it is three o'clock in the morning, and they have danced out all their joy, and danced out all their strength, and all the strength that unlimited drink can lend them--and still there is no one among them who has the power to think of stopping.",0.7351,0.143,0.084,0.772,positive,The Jungle
"Promptly at seven o'clock this same Monday morning they will every one of them have to be in their places at Durham's or Brown's or Jones's, each in his working clothes.",0.0,0.0,0.0,1.0,neutral,The Jungle
"If one of them be a minute late, he will be docked an hour's pay, and if he be many minutes late, he will be apt to find his brass check turned to the wall, which will send him out to join the hungry mob that waits every morning at the gates of the packing houses, from six o'clock until nearly half-past eight.",0.2023,0.035,0.022,0.943,positive,The Jungle
"There is no exception to this rule, not even little Ona--who has asked for a holiday the day after her wedding day, a holiday without pay, and been refused.",0.3173,0.202,0.133,0.665,positive,The Jungle
"While there are so many who are anxious to work as you wish, there is no occasion for incommoding yourself with those who must work otherwise.",-0.128,0.09,0.14,0.769,negative,The Jungle
"Little Ona is nearly ready to faint--and half in a stupor herself, because of the heavy scent in the room.",0.3612,0.122,0.0,0.878,positive,The Jungle
"She has not taken a drop, but every one else there is literally burning alcohol, as the lamps are burning oil; some of the men who are sound asleep in their chairs or on the floor are reeking of it so that you cannot go near them.",-0.5563,0.028,0.081,0.891,negative,The Jungle
"Now and then Jurgis gazes at her hungrily--he has long since forgotten his shyness; but then the crowd is there, and he still waits and watches the door, where a carriage is supposed to come.",-0.2732,0.0,0.088,0.912,negative,The Jungle
"It does not, and finally he will wait no longer, but comes up to Ona, who turns white and trembles.",-0.1901,0.0,0.133,0.867,negative,The Jungle
He puts her shawl about her and then his own coat.,0.0,0.0,0.0,1.0,neutral,The Jungle
"They live only two blocks away, and Jurgis does not care about the carriage.",-0.5466,0.0,0.274,0.726,negative,The Jungle
"There is almost no farewell--the dancers do not notice them, and all of the children and many of the old folks have fallen asleep of sheer exhaustion.",-0.7102,0.0,0.223,0.777,negative,The Jungle
"Dede Antanas is asleep, and so are the Szedvilases, husband and wife, the former snoring in octaves.",0.0,0.0,0.0,1.0,neutral,The Jungle
"There is Teta Elzbieta, and Marija, sobbing loudly; and then there is only the silent night, with the stars beginning to pale a little in the east.",-0.3818,0.0,0.094,0.906,negative,The Jungle
"Jurgis, without a word, lifts Ona in his arms, and strides out with her, and she sinks her head upon his shoulder with a moan.",-0.1531,0.0,0.068,0.932,negative,The Jungle
"When he reaches home he is not sure whether she has fainted or is asleep, but when he has to hold her with one hand while he unlocks the door, he sees that she has opened her eyes.",0.6019,0.129,0.035,0.836,positive,The Jungle
"""You shall not go to Brown's today, little one,"" he whispers, as he climbs the stairs; and she catches his arm in terror, gasping: ""No!",-0.5707,0.0,0.133,0.867,negative,The Jungle
No!,-0.3595,0.0,1.0,0.0,negative,The Jungle
I dare not!,0.0,0.0,0.0,1.0,neutral,The Jungle
"It will ruin us!""",-0.6239,0.0,0.577,0.423,negative,The Jungle
"But he answers her again: ""Leave it to me; leave it to me.",-0.1531,0.0,0.191,0.809,negative,The Jungle
"I will earn more money--I will work harder.""",0.0,0.0,0.0,1.0,neutral,The Jungle
"CHAPTER II Jurgis talked lightly about work, because he was young.",0.0,0.0,0.0,1.0,neutral,The Jungle
"They told him stories about the breaking down of men, there in the stockyards of Chicago, and of what had happened to them afterward--stories to make your flesh creep, but Jurgis would only laugh.",0.7096,0.129,0.0,0.871,positive,The Jungle
"He had only been there four months, and he was young, and a giant besides.",0.0,0.0,0.0,1.0,neutral,The Jungle
There was too much health in him.,0.0,0.0,0.0,1.0,neutral,The Jungle
He could not even imagine how it would feel to be beaten.,-0.4215,0.0,0.203,0.797,negative,The Jungle
"""That is well enough for men like you,"" he would say, "" silpnas , puny fellows--but my back is broad.""",0.5574,0.223,0.0,0.777,positive,The Jungle
"Jurgis was like a boy, a boy from the country.",0.3612,0.263,0.0,0.737,positive,The Jungle
"He was the sort of man the bosses like to get hold of, the sort they make it a grievance they cannot get hold of.",-0.1531,0.091,0.112,0.797,negative,The Jungle
"When he was told to go to a certain place, he would go there on the run.",0.2732,0.123,0.0,0.877,positive,The Jungle
"When he had nothing to do for the moment, he would stand round fidgeting, dancing, with the overflow of energy that was in him.",0.2732,0.084,0.0,0.916,positive,The Jungle
"If he were working in a line of men, the line always moved too slowly for him, and you could pick him out by his impatience and restlessness.",-0.6124,0.0,0.167,0.833,negative,The Jungle
"That was why he had been picked out on one important occasion; for Jurgis had stood outside of Brown and Company's ""Central Time Station"" not more than half an hour, the second day of his arrival in Chicago, before he had been beckoned by one of the bosses.",0.2023,0.037,0.0,0.963,positive,The Jungle
"Of this he was very proud, and it made him more disposed than ever to laugh at the pessimists.",0.7178,0.28,0.08,0.64,positive,The Jungle
"In vain would they all tell him that there were men in that crowd from which he had been chosen who had stood there a month--yes, many months--and not been chosen yet.",-0.4215,0.0,0.085,0.915,negative,The Jungle
"""Yes,"" he would say, ""but what sort of men?",0.0,0.0,0.0,1.0,neutral,The Jungle
"Broken-down tramps and good-for-nothings, fellows who have spent all their money drinking, and want to get more for it.",0.0772,0.067,0.0,0.933,positive,The Jungle
"Do you want me to believe that with these arms""--and he would clench his fists and hold them up in the air, so that you might see the rolling muscles--""that with these arms people will ever let me starve?""",0.0772,0.033,0.0,0.967,positive,The Jungle
"""It is plain,"" they would answer to this, ""that you have come from the country, and from very far in the country.""",0.0,0.0,0.0,1.0,neutral,The Jungle
"And this was the fact, for Jurgis had never seen a city, and scarcely even a fair-sized town, until he had set out to make his fortune in the world and earn his right to Ona.",0.0,0.0,0.0,1.0,neutral,The Jungle
"His father, and his father's father before him, and as many ancestors back as legend could go, had lived in that part of Lithuania known as Brelovicz , the Imperial Forest.",0.0,0.0,0.0,1.0,neutral,The Jungle
"This is a great tract of a hundred thousand acres, which from time immemorial has been a hunting preserve of the nobility.",0.6249,0.186,0.0,0.814,positive,The Jungle
"There are a very few peasants settled in it, holding title from ancient times; and one of these was Antanas Rudkus, who had been reared himself, and had reared his children in turn,",0.0,0.0,0.0,1.0,neutral,The Jungle
