title,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
Pygmalion,4.5644324e-06,4.6421164e-06,0.99983984,8.323327e-06,1.035161e-05,5.597112e-06,7.881531e-06,1.2970026e-05,2.289662e-05,2.0346133e-05,1.04546e-05,5.3285826e-06,4.5181177e-06,8.551083e-06,6.522798e-06,4.2190095e-06,5.3621707e-06,6.62822e-06,3.8902263e-06,7.1062955e-06
The Souls of Black Folk,1.9918014e-06,2.025701e-06,3.1749369e-06,0.5190078,0.0014109564,2.4424364e-06,3.4392986e-06,0.0033706434,0.38444778,8.878545e-06,0.086099535,2.3252571e-06,1.971591e-06,0.001169228,2.8463821e-06,1.8410677e-06,2.339914e-06,2.8923855e-06,1.6975953e-06,0.004456139
A Floating Home,2.9825528e-06,3.0333144e-06,4.7541976e-06,5.438741e-06,6.764089e-06,3.6573404e-06,5.1500565e-06,8.475049e-06,1.4960713e-05,1.3294742e-05,6.8313857e-06,3.4818743e-06,2.9522894e-06,5.587564e-06,4.2622146e-06,2.7568422e-06,0.9998941,4.331101e-06,2.5420043e-06,4.6434916e-06
The strange case of Dr. Jekyll and Mr. Hyde,7.677569e-06,7.808237e-06,1.2238065e-05,1.400019e-05,1.7411849e-05,9.41458e-06,1.325707e-05,2.1816133e-05,0.5911041,0.39591363,1.758508e-05,0.01278236,7.5996654e-06,1.4383284e-05,1.0971623e-05,7.096553e-06,9.019399e-06,1.1148947e-05,6.5435256e-06,1.19530905e-05
On the Road to Bagdad: A Story of Townshend's Gallant Advance on the Tigris,0.00067997794,1.6406887e-06,2.5714967e-06,2.9417592e-06,3.6586262e-06,1.9782178e-06,2.7856127e-06,4.584067e-06,8.092253e-06,0.11193681,3.6950264e-06,1.8833101e-06,1.5968631e-06,0.88660645,2.305388e-06,1.4911476e-06,0.0007313528,2.342648e-06,1.374944e-06,2.511617e-06
Beyond Good and Evil,2.1742405e-06,2.211245e-06,3.4657453e-06,3.9647684e-06,0.00762814,2.6661514e-06,3.7543211e-06,6.1781957e-06,0.9760741,9.691731e-06,4.9799874e-06,2.5382392e-06,2.152179e-06,4.073258e-06,0.014347564,2.0097004e-06,2.5542386e-06,3.1573138e-06,1.8530866e-06,0.0018927755
Anne of Green Gables,1.6939188e-06,1.7227484e-06,2.700111e-06,3.0888925e-06,3.841614e-06,2.0771593e-06,0.9999408,4.813341e-06,8.496969e-06,7.5506928e-06,3.879835e-06,1.9775046e-06,1.6767308e-06,3.1734153e-06,2.4206931e-06,1.565728e-06,1.9899696e-06,2.4598166e-06,1.4437124e-06,2.6372365e-06
Tales of Men and Ghosts,1.970588e-06,2.0041264e-06,3.1411228e-06,0.0043076607,4.4690682e-06,2.4164237e-06,0.105591446,5.5995088e-06,0.4154237,0.4714085,0.0032265643,2.3004923e-06,1.9505928e-06,3.6917322e-06,2.816067e-06,1.8214597e-06,2.3149933e-06,2.8615807e-06,1.6795153e-06,3.0679787e-06
The Outline of History: Being a Plain History of Life and Mankind,7.4956006e-07,7.6231714e-07,1.1948008e-06,1.3668367e-06,0.0036709406,9.191442e-07,1.294286e-06,0.035122223,0.2271441,0.008001611,1.7168292e-06,0.00037275194,7.419544e-07,0.0053101927,1.0711581e-06,6.9283556e-07,8.805627e-07,1.0884703e-06,6.388436e-07,0.72036505
Relativity : the Special and General Theory,4.8130555e-06,4.894971e-06,7.6720235e-06,8.776697e-06,1.0915459e-05,5.901985e-06,8.310836e-06,1.3676499e-05,0.037212845,2.1454252e-05,1.1024059e-05,5.6188287e-06,4.764218e-06,9.016858e-06,6.8780923e-06,4.4488174e-06,5.6542467e-06,6.989257e-06,4.102126e-06,0.96264225
Pragmatism: A New Name for Some Old Ways of Thinking,0.00081156625,3.1813104e-06,4.9861555e-06,5.704098e-06,7.09411e-06,0.003270593,5.4013285e-06,0.0018293093,0.9940054,1.3943456e-05,7.1646905e-06,3.6517556e-06,3.0963322e-06,5.860182e-06,4.4701687e-06,2.891349e-06,3.674774e-06,4.5424163e-06,2.666029e-06,4.870048e-06
"South: The Story of Shackleton's Last Expedition, 1914-1917",1.1095572e-06,1.1284413e-06,1.7686372e-06,2.0232983e-06,0.0003050194,1.360589e-06,0.0005640252,0.8217543,5.565778e-06,0.044548694,0.0031498652,1.2953127e-06,1.0982988e-06,2.0786626e-06,1.5856117e-06,0.00017397662,0.12948087,1.6112385e-06,9.456661e-07,1.7274529e-06
The Invisible Man: A Grotesque Romance,3.849149e-06,3.91466e-06,0.00036775233,7.0189953e-06,8.72943e-06,4.7199997e-06,6.646432e-06,1.0937519e-05,1.9308301e-05,0.99951434,8.816281e-06,4.493551e-06,3.8100925e-06,7.2110593e-06,5.500623e-06,3.5578569e-06,4.521876e-06,5.589525e-06,3.2805967e-06,5.992682e-06
At the Foot of the Rainbow,2.8331597e-06,2.8813786e-06,4.516064e-06,0.9886707,0.008956442,3.4741477e-06,4.892095e-06,8.0505415e-06,1.4211695e-05,1.2628927e-05,0.002287036,3.3074705e-06,2.8044121e-06,5.307688e-06,4.0487243e-06,2.6187545e-06,3.3283188e-06,4.11416e-06,2.4146777e-06,4.4109033e-06
The Age of Innocence,1.6664331e-06,1.694795e-06,2.6562989e-06,0.14106175,3.7792797e-06,0.010433386,0.072793,4.7352396e-06,0.13874535,0.63692915,3.8168805e-06,1.9454176e-06,1.649524e-06,3.1219233e-06,2.3814148e-06,1.5403224e-06,1.9576803e-06,2.4199035e-06,1.4202866e-06,2.5944446e-06
Germinal,2.0677327e-07,2.1029244e-07,3.2959716e-07,3.7705493e-07,4.689381e-07,2.5355467e-07,3.570411e-07,5.875549e-07,1.0371754e-06,9.216883e-07,4.7360365e-07,2.4139004e-07,2.0467517e-07,3.8737244e-07,0.9999927,1.9112528e-07,2.429116e-07,3.0026487e-07,1.7623108e-07,3.2192216e-07
A Shropshire Lad,1.8135479e-05,1.8444136e-05,0.15876724,0.009848655,0.32108697,2.2238539e-05,0.019319832,5.1532723e-05,0.12266969,0.10704881,0.2158538,0.029576339,1.795146e-05,3.3975306e-05,2.591649e-05,1.6763039e-05,0.01555365,2.6335356e-05,1.5456713e-05,2.8234854e-05
Insectivorous Plants,9.0003834e-07,9.1535657e-07,1.4346637e-06,1.6412368e-06,2.0411842e-06,1.1036675e-06,1.5541211e-06,2.5574968e-06,4.514648e-06,4.011917e-06,2.061492e-06,1.0507175e-06,8.909058e-07,1.6861467e-06,0.006862994,8.319261e-07,1.0573406e-06,1.3069867e-06,7.67095e-07,0.99310666
"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar",3.7103473e-06,3.7734953e-06,5.9143035e-06,0.34951413,8.414643e-06,4.5497945e-06,6.406759e-06,0.0142993415,0.28176522,0.3092296,8.498362e-06,0.003333156,3.672699e-06,0.0063383123,5.3022686e-06,3.429559e-06,4.3588147e-06,0.03545329,3.1622972e-06,5.7765837e-06
A princess of Mars,2.9630241e-06,3.0134531e-06,4.7230683e-06,5.4031298e-06,6.7198e-06,3.6333934e-06,5.1163356e-06,0.047349766,0.29248974,0.3002594,6.7866563e-06,3.4590762e-06,2.9329588e-06,0.35983446,4.2343067e-06,2.7387912e-06,3.48088e-06,4.302742e-06,2.52536e-06,4.613087e-06
Arizona nights,2.568761e-06,2.6124799e-06,4.094612e-06,4.6841838e-06,0.9999116,3.14993e-06,4.4355506e-06,7.299242e-06,1.2885264e-05,1.1450331e-05,5.8836163e-06,2.9988078e-06,2.5426962e-06,4.812359e-06,3.6708855e-06,2.3743646e-06,3.0177105e-06,3.7302148e-06,2.189333e-06,3.999265e-06
Arizona nights,2.5800068e-06,2.623917e-06,4.1125377e-06,4.7046906e-06,0.9999112,3.1637203e-06,4.454969e-06,7.331197e-06,1.2941676e-05,1.15004605e-05,5.9093745e-06,3.0119363e-06,2.553828e-06,4.8334273e-06,3.6869562e-06,2.3847595e-06,3.0309216e-06,3.7465452e-06,2.1989176e-06,4.0167733e-06
The Story of Mankind,1.0531629e-06,1.0710872e-06,6.4879896e-05,0.016852217,2.3884531e-06,1.2914358e-06,1.8185256e-06,0.00040057607,0.056035783,4.694519e-06,0.031206738,0.05215509,1.0424767e-06,0.03301354,1.5050216e-06,9.734626e-07,1.2372271e-06,1.5293459e-06,8.9760175e-07,0.8102517
Tarzan of the Apes,2.1289793e-06,2.1652136e-06,3.393599e-06,3.8822336e-06,4.828282e-06,2.6106502e-06,3.6761676e-06,0.0076070656,0.072365634,0.075155966,4.876319e-06,2.4854005e-06,2.107377e-06,0.8448234,3.042416e-06,1.9678644e-06,2.501067e-06,3.0915878e-06,1.8145108e-06,3.3145757e-06
"Barry Locke, half-back",2.5625727e-06,2.6061864e-06,4.0847476e-06,4.672899e-06,5.8116216e-06,3.1423417e-06,4.424865e-06,7.281658e-06,1.2854121e-05,1.1422719e-05,5.8694422e-06,2.9915834e-06,2.5365707e-06,4.800766e-06,3.6620422e-06,2.3686448e-06,3.0104407e-06,0.99990976,2.1840588e-06,3.989631e-06
"Barry Locke, half-back",2.5749237e-06,2.6187474e-06,4.1044354e-06,4.6954215e-06,5.839632e-06,3.157487e-06,4.4461917e-06,7.3167535e-06,1.2916075e-05,1.14777695e-05,5.8977316e-06,3.006002e-06,2.5487964e-06,4.8239044e-06,3.6796923e-06,2.380061e-06,3.0249503e-06,0.99990934,2.1945852e-06,4.00886e-06
The marvellous land of Snergs,3.8931075e-06,3.959366e-06,6.205624e-06,7.0991546e-06,0.999866,4.7739036e-06,6.7223364e-06,1.1062429e-05,1.9528436e-05,1.7353674e-05,8.916965e-06,4.5448687e-06,3.853605e-06,7.2934117e-06,5.563442e-06,3.5984885e-06,4.573517e-06,5.6533586e-06,3.318062e-06,6.06112e-06
The marvellous land of Snergs,3.8948715e-06,3.9611605e-06,6.208436e-06,7.1023715e-06,0.99986595,4.776067e-06,6.7253827e-06,1.1067441e-05,1.9537285e-05,1.7361852e-05,8.921005e-06,4.5469283e-06,3.855351e-06,7.296717e-06,5.565963e-06,3.6001193e-06,4.575589e-06,5.6559206e-06,3.3195656e-06,6.0638667e-06
1066 and all that,5.2690007e-06,5.3586764e-06,8.398802e-06,9.608121e-06,1.1949491e-05,6.4610854e-06,9.098129e-06,1.4972086e-05,2.6429469e-05,2.3486507e-05,1.2068378e-05,0.99981284,5.215537e-06,9.8710325e-06,7.5296607e-06,4.870258e-06,6.1898786e-06,7.651356e-06,4.490724e-06,8.2032275e-06
1066 and all that,5.371705e-06,5.4631287e-06,8.562512e-06,9.795404e-06,1.2182412e-05,6.5870263e-06,9.275472e-06,1.5263924e-05,2.6944641e-05,2.394431e-05,1.2303617e-05,0.9998092,5.3171993e-06,1.0063441e-05,7.67643e-06,4.9651903e-06,6.3105326e-06,7.800498e-06,4.578258e-06,8.363127e-06
Pour comprendre Einstein,6.8251626e-07,6.941324e-07,1.0879328e-06,1.2445812e-06,1.5478689e-06,8.3693214e-07,1.1785197e-06,1.9393985e-06,3.423513e-06,3.0423034e-06,1.5632688e-06,7.9677915e-07,6.755909e-07,1.2786372e-06,0.999976,6.3086543e-07,8.0180155e-07,9.91113e-07,5.8170275e-07,1.0625993e-06
Pour comprendre Einstein,6.8311664e-07,6.9474294e-07,1.0888898e-06,1.245676e-06,1.5492304e-06,8.376684e-07,1.1795564e-06,1.9411048e-06,3.4265245e-06,3.0449796e-06,1.564644e-06,7.9748e-07,6.761852e-07,1.279762e-06,0.9999759,6.314204e-07,8.0250686e-07,9.919848e-07,5.8221445e-07,1.063534e-06
"Nazi conspiracy and aggression, Volume 04 (of 11)",8.036461e-07,8.173238e-07,1.2810141e-06,1.4654637e-06,1.8225775e-06,0.0009486674,1.387678e-06,0.983292,0.01482517,3.582272e-06,1.8407106e-06,9.3818784e-07,7.9549164e-07,0.0009135052,1.1484498e-06,7.4282855e-07,9.441016e-07,1.1670112e-06,6.849407e-07,1.2511845e-06
Peter Pan,5.05835e-06,5.1444404e-06,8.063023e-06,9.223996e-06,1.14717595e-05,6.202776e-06,8.734392e-06,1.4373513e-05,2.5373343e-05,0.999837,1.1585894e-05,5.905189e-06,5.007024e-06,9.476396e-06,7.2286307e-06,4.675549e-06,5.942412e-06,7.3454603e-06,4.311188e-06,7.875268e-06
Peter Pan,5.088447e-06,5.1750494e-06,8.110998e-06,9.278878e-06,1.1540015e-05,6.239682e-06,8.786362e-06,1.4459035e-05,2.5524312e-05,0.999836,1.1654829e-05,5.9403246e-06,5.0368153e-06,9.5327805e-06,7.2716402e-06,4.703368e-06,5.977769e-06,7.389165e-06,4.3368395e-06,7.922126e-06
The boy who couldn't fly,1.7967965e-05,1.827377e-05,2.8640985e-05,3.2764918e-05,4.0749288e-05,2.2033126e-05,0.99937195,5.1056722e-05,9.0129346e-05,8.009279e-05,4.1154708e-05,2.0976055e-05,1.7785645e-05,3.366148e-05,2.5677104e-05,1.66082e-05,2.1108275e-05,2.6092099e-05,1.5313943e-05,2.7974053e-05
"Frankenstein; or, the modern prometheus",2.4541496e-06,2.495918e-06,3.911921e-06,4.4751873e-06,0.00037066633,3.0093884e-06,4.2376478e-06,0.019880177,0.94770485,0.020514915,5.6211047e-06,2.8650088e-06,2.4292476e-06,0.010532218,3.5071002e-06,2.2684267e-06,2.883068e-06,0.0009510987,2.0916505e-06,3.820828e-06
Democracy and Education: An Introduction to the Philosophy of Education,1.0973217e-06,1.1159976e-06,1.7491338e-06,2.0009868e-06,2.4886003e-06,1.3455852e-06,1.8947758e-06,3.118086e-06,0.99996525,4.891315e-06,2.5133597e-06,1.2810289e-06,1.0861874e-06,2.0557407e-06,1.5681267e-06,1.0142796e-06,1.2891037e-06,1.5934709e-06,9.352379e-07,1.7084036e-06
White Fang,2.2073498e-06,2.2449178e-06,3.5185217e-06,4.0251434e-06,5.006017e-06,2.7067515e-06,3.8114918e-06,6.272277e-06,1.1072481e-05,9.839333e-06,5.0558224e-06,2.5768913e-06,2.184952e-06,0.9147188,3.1544112e-06,0.08520645,2.5931345e-06,3.205393e-06,1.8813053e-06,3.4365894e-06
